tid,geometric,kinematic,curvature,indentation,speed,acceleration
316028837,0.1377,0.0744,0.1265,0.1687,0.0894,0.0225
316028852,0.1354,0.0744,0.125,0.1584,0.089,0.0235
316028897,0.1778,0.1125,0.1702,0.1617,0.1219,0.0436
316028909,0.1184,0.0085,0.1111,0.3808,0.0159,0.008
316028973,0.135,0.0741,0.1222,0.1786,0.0897,0.0232
316029028,0.1288,0.0762,0.1234,0.1263,0.0883,0.0512
316029041,0.1323,0.1585,0.1261,0.1411,0.1526,0.8422
316029145,0.1373,0.0741,0.1273,0.1757,0.0894,0.0232
316029172,0.1562,0.9377,0.0849,0.7492,0.9523,0.0602
316029203,0.1296,0.0723,0.1206,0.1503,0.088,0.0211
316029221,0.1246,0.073,0.1186,0.1215,0.0887,0.0398
316029343,0.1381,0.0723,0.1273,0.1775,0.088,0.0211
316029344,0.9653,0.042,0.9814,0.2924,0.0548,0.0232
316029378,0.995,0.0773,0.9937,0.9827,0.0908,0.0246
316029379,0.1373,0.0734,0.1253,0.1753,0.0887,0.0239
316029439,0.8577,0.9989,0.8096,0.7797,0.9989,0.9893
316029537,0.1338,0.0751,0.1206,0.1816,0.089,0.0249
316029551,0.1373,0.0744,0.1265,0.1669,0.0894,0.0221
316029572,0.1211,0.0751,0.1146,0.1204,0.0897,0.0246
316029592,0.1404,0.0242,0.0904,0.7422,0.0442,0.0246
316029654,0.1296,0.0762,0.1182,0.1654,0.0904,0.0242
316029725,0.1215,0.0748,0.1234,0.0866,0.0887,0.0239
316029941,0.1423,0.1709,0.1372,0.1444,0.1794,0.0391
316029948,0.1365,0.0744,0.1253,0.1635,0.0894,0.0235
316030053,0.1361,0.0748,0.123,0.1779,0.089,0.0249
316030117,0.1358,0.0741,0.125,0.1617,0.0894,0.0218
316030138,0.1153,0.0787,0.1218,0.0729,0.0947,0.0343
316030194,0.1118,0.0741,0.0655,0.2328,0.0904,0.0356
316030235,0.936,0.7147,0.9389,0.5285,0.7428,0.0204
316030283,0.1238,0.0748,0.1202,0.1002,0.0887,0.0253
316030285,0.1311,0.0748,0.1202,0.161,0.089,0.0235
316030298,0.1115,0.0666,0.1095,0.1024,0.0819,0.0211
316030322,0.1388,0.0719,0.1265,0.1569,0.0883,0.0201
316030356,0.9911,0.0694,0.9877,0.9308,0.0848,0.0256
316030409,0.1396,0.0684,0.1281,0.1959,0.089,0.0142
316030416,0.1327,0.0602,0.1269,0.1337,0.0784,0.0173
316030507,0.1354,0.0751,0.1242,0.1665,0.0904,0.0239
316030626,0.1762,1.0,0.1123,0.7473,0.929,1.0
316030628,0.2164,1.0,0.1099,0.7731,0.9986,1.0
316030644,0.1331,0.0207,0.1234,0.6847,0.0191,0.083
316030759,0.7944,0.0178,0.7949,0.7492,0.0307,0.0273
316030812,0.8099,0.8761,0.7537,0.867,0.8972,0.0135
316030848,0.8612,0.9918,0.8786,0.6799,0.9848,0.9983
316030879,0.1986,0.146,0.1273,0.5676,0.1363,0.9218
316030941,0.1404,0.0563,0.1305,0.0936,0.0714,0.0087
316030984,0.1342,0.0759,0.1238,0.161,0.0897,0.0246
316030999,0.9256,0.0363,0.958,0.2855,0.0495,0.0225
316031105,0.9942,0.0609,0.9937,0.9499,0.0745,0.037
316031161,0.9499,0.714,0.9714,0.4626,0.7446,0.0166
316031205,0.1477,0.0705,0.125,0.2007,0.0883,0.0183
316031352,0.1161,0.1011,0.0639,0.7425,0.698,0.0003
316031388,0.1323,0.0744,0.1253,0.1433,0.0887,0.0249
316031397,0.1388,0.0702,0.1273,0.1602,0.089,0.017
316031481,0.0775,0.0096,0.0647,0.7256,0.0162,0.0042
316031567,0.9298,0.0894,0.9778,0.1064,0.0989,0.0585
316031625,0.1296,0.0876,0.1277,0.109,0.0996,0.0228
316031782,0.1585,0.0979,0.1527,0.1168,0.1123,0.0246
316031939,0.1338,0.0759,0.1234,0.158,0.0904,0.0232
316031968,0.968,0.015,0.9583,0.2291,0.0212,0.0145
316032000,0.1365,0.0719,0.125,0.1661,0.088,0.0211
316032043,0.9934,0.0751,0.9933,0.9683,0.0908,0.027
316032237,0.1354,0.0748,0.125,0.1617,0.0904,0.0246
316032238,0.1277,0.0712,0.1202,0.1455,0.0869,0.0256
316032376,0.0779,0.0303,0.0825,0.4807,0.0477,0.0346
316032407,0.8214,0.7105,0.8786,0.7193,0.7248,0.6945
316032408,0.135,0.0751,0.1265,0.1547,0.0894,0.0232
316032409,0.1149,0.067,0.1194,0.0832,0.0851,0.018
316032491,0.2167,0.0431,0.9342,0.0832,0.0498,0.0232
316032671,0.1388,0.0744,0.1273,0.1827,0.0894,0.0218
316032784,0.1304,0.0709,0.1273,0.1149,0.0858,0.0215
316032852,0.1118,0.0513,0.1063,0.1087,0.0636,0.0235
316032986,0.9464,0.0773,0.8624,0.3945,0.0911,0.0253
316033071,0.1176,0.0545,0.115,0.1109,0.0728,0.0173
316033093,0.1084,0.0759,0.1075,0.1017,0.0897,0.0277
316033139,0.9109,0.0431,0.9441,0.3875,0.0685,0.019
316033152,0.8018,0.9982,0.7838,0.7923,0.9972,0.9993
316033157,0.1088,0.0741,0.1059,0.109,0.0894,0.0253
316033234,0.8492,0.9769,0.8949,0.7127,0.9696,0.9837
316033236,0.1396,0.0709,0.1273,0.1845,0.0887,0.0194
316033323,0.1323,0.0726,0.1246,0.1473,0.0887,0.0232
316033327,0.7883,0.0085,0.7945,0.7407,0.0173,0.0138
316033354,0.8199,0.9993,0.8152,0.8133,0.9996,0.9512
316033381,0.1354,0.0751,0.125,0.1639,0.0901,0.0235
316033399,0.13,0.0264,0.1206,0.3002,0.0364,0.0097
316033419,0.1126,0.9441,0.0821,0.7366,0.9541,0.0073
316033461,0.8388,0.0146,0.8659,0.7488,0.023,0.0114
316033478,0.0509,0.7593,0.5978,0.1768,0.7474,0.9211
316033536,0.2079,0.0385,0.883,0.1223,0.0533,0.0194
316033546,0.9152,0.7528,0.9349,0.5053,0.7937,0.0166
316033548,0.7532,0.0338,0.7874,0.0512,0.0442,0.0145
316033553,0.7648,0.9964,0.7937,0.6265,0.9922,1.0
316033576,0.7995,0.0207,0.806,0.7543,0.0449,0.0125
316033629,0.1122,0.0046,0.0575,0.7064,0.0102,0.026
316033631,0.0733,0.0769,0.0607,0.0847,0.0904,0.0256
316033651,0.0972,0.735,0.1019,0.3285,0.7517,0.7439
316033701,0.1288,0.0748,0.1242,0.1227,0.0894,0.0232
316033778,0.9934,0.0773,0.994,0.2877,0.0908,0.0253
316033783,0.7813,0.9996,0.7505,0.7591,0.9996,0.9997
316033814,0.069,1.0,0.0599,0.7444,0.9996,1.0
316033829,0.1269,0.062,0.1246,0.1017,0.077,0.019
316033847,0.8519,0.9993,0.837,0.8637,0.9993,0.9689
316033881,0.9252,0.0374,0.9639,0.1112,0.0512,0.0159
316033909,0.1215,0.0759,0.1051,0.1808,0.089,0.0239
316033926,0.1778,0.0776,0.1829,0.0924,0.0911,0.0484
316033953,0.7655,0.896,0.8155,0.7087,0.9057,0.0239
316034012,0.1331,0.0851,0.1257,0.144,0.095,0.0533
316034016,0.1543,0.0563,0.163,0.0843,0.0745,0.0215
316034061,0.9757,0.0766,0.9758,0.2991,0.0904,0.027
316034073,0.125,0.0759,0.1142,0.1514,0.0894,0.0308
316034094,0.1277,0.0801,0.1265,0.1061,0.0869,0.0948
316034138,0.9445,0.9932,0.9393,0.6372,0.9901,0.019
316034273,0.1373,0.0737,0.1273,0.1639,0.0876,0.0232
316034284,0.0918,0.0755,0.0793,0.1565,0.0904,0.0263
316034362,0.9958,0.0527,0.9841,0.9783,0.0653,0.0225
316034412,0.8334,0.9915,0.8025,0.8707,0.9926,0.01
316034591,0.1265,0.0737,0.125,0.0943,0.0887,0.0228
316034616,0.1273,0.084,0.1238,0.1134,0.1007,0.0346
316034836,0.1184,0.0744,0.1107,0.1241,0.0904,0.027
316034845,0.1242,0.0912,0.1178,0.126,0.0996,0.0394
316034963,0.2002,1.0,0.0924,0.7514,0.9979,0.9997
316035088,0.1307,0.088,0.1277,0.1208,0.0943,0.0685
316035188,0.1323,0.0402,0.1297,0.1116,0.0505,0.0388
316035282,0.1277,0.0623,0.121,0.1403,0.0759,0.0142
316035442,0.1346,0.0726,0.1246,0.1506,0.088,0.0218
316035583,0.8523,0.7781,0.8294,0.8943,0.8453,0.0121
316035714,0.1257,0.0751,0.1218,0.1094,0.089,0.0298
316035819,0.1149,0.0769,0.1222,0.0479,0.0894,0.0467
316035879,0.1365,0.0748,0.1273,0.1702,0.0904,0.0235
316035906,0.1381,0.0716,0.1269,0.1562,0.088,0.0211
316035914,0.1427,0.0741,0.125,0.1838,0.0894,0.0215
316035928,0.8222,0.0463,0.814,0.825,0.0721,0.0152
316036035,0.7941,0.0228,0.7957,0.7352,0.0427,0.0228
316036085,0.2846,0.1115,0.9548,0.1444,0.1039,0.7702
316036101,0.1273,0.0791,0.1087,0.1901,0.0901,0.055
316036169,0.7948,0.0121,0.7977,0.7503,0.0226,0.0166
316036174,1.0,0.0776,0.9976,0.9915,0.0911,0.027
316036191,0.0791,0.0235,0.073,0.7061,0.035,0.0315
316036192,0.101,0.005,0.098,0.5768,0.011,0.0111
316036213,0.1207,0.0548,0.1214,0.0947,0.0699,0.0263
316036214,0.1242,0.0075,0.1222,0.1529,0.0148,0.0104
316036215,0.0949,0.7771,0.0956,0.081,0.829,0.0163
316036253,0.7682,0.7468,0.7537,0.7617,0.799,0.0114
316036274,0.1485,0.0253,0.1412,0.1061,0.0367,0.0145
316036286,0.1342,0.0769,0.0488,0.3322,0.0894,0.0294
316036301,0.1211,0.0751,0.1198,0.0961,0.089,0.0239
316036341,0.7651,0.9238,0.7834,0.7031,0.9152,0.9253
316036343,0.8616,0.1186,0.8889,0.368,0.0989,0.8488
316036412,0.1338,0.0737,0.1087,0.2081,0.089,0.0363
316036426,0.8295,0.0142,0.6716,0.7694,0.0166,0.0104
316036436,0.9175,0.0776,0.8382,0.0866,0.0911,0.0253
316036553,0.1369,0.0744,0.1257,0.1628,0.0904,0.0235
316036573,0.8658,0.9797,0.8278,0.9315,0.9845,0.0301
316036598,0.1134,0.0759,0.1091,0.1028,0.0894,0.0374
316036627,0.7339,0.9986,0.7767,0.6884,0.9968,0.9986
316036653,0.1354,0.1435,0.1265,0.1562,0.1491,0.0678
316036656,0.2167,0.0873,0.9353,0.1094,0.077,0.9277
316036661,0.1442,0.1026,0.1277,0.1886,0.1265,0.0253
316036663,0.7925,0.7828,0.7945,0.751,0.7934,0.117
316036749,0.1284,0.0759,0.1246,0.1153,0.0901,0.0242
316036765,0.6903,0.932,0.3641,0.6972,0.9392,0.7107
316036776,0.7906,0.995,0.8917,0.4284,0.9746,0.9993
316036886,0.8959,0.9676,0.8397,0.9657,0.9724,0.0215
316036957,0.0987,0.0748,0.096,0.0983,0.0887,0.0256
316037111,0.1157,0.1492,0.1194,0.3948,0.0495,0.9602
316037117,0.1342,0.12,0.125,0.1547,0.1289,0.0253
316037255,0.1365,0.0737,0.1265,0.1606,0.088,0.0225
316037266,0.0729,0.9996,0.0543,0.7145,0.9989,0.9664
316037287,0.1365,0.0744,0.125,0.1665,0.089,0.0242
316037326,0.7956,0.8519,0.762,0.8306,0.8753,0.0111
316037418,0.1338,0.0816,0.123,0.1053,0.0936,0.0322
316037596,0.8118,0.9982,0.8175,0.6851,0.9816,1.0
316037659,0.1334,0.0759,0.121,0.1654,0.0901,0.0249
316037705,0.1269,0.104,0.1289,0.1171,0.1187,0.0228
316037739,0.8993,0.0253,0.9135,0.119,0.0095,0.8813
316037785,0.1099,0.3052,0.0853,0.1492,0.1766,0.9702
316037846,0.1361,0.0901,0.1269,0.1595,0.0964,0.1014
316037887,0.1562,0.0808,0.1488,0.1348,0.0911,0.0422
316037889,0.1346,0.0737,0.1246,0.1621,0.0894,0.0239
316037994,0.1365,0.0741,0.1273,0.1698,0.0897,0.0239
316038022,0.1774,0.0816,0.1952,0.1087,0.0947,0.0246
316038089,0.6016,0.0285,0.7576,0.4262,0.0413,0.0138
316038228,0.1288,0.0588,0.1269,0.1087,0.0724,0.0135
316038244,0.1361,0.0723,0.1273,0.1595,0.088,0.0218
316038266,0.1365,0.0741,0.1265,0.1702,0.0901,0.0218
316038305,0.2437,0.0783,0.8159,0.1982,0.0911,0.0253
316038333,0.1354,0.0744,0.125,0.1727,0.0897,0.0235
316038593,0.9209,0.011,0.9226,0.1072,0.0166,0.0107
316038597,0.1115,0.0755,0.1055,0.123,0.0887,0.0377
316038612,0.1334,0.0751,0.117,0.2074,0.0894,0.0253
316038648,0.9275,0.0734,0.8846,0.1127,0.0887,0.0277
316038714,0.1265,0.1449,0.1261,0.0939,0.1106,0.9709
316038763,0.076,0.0157,0.0595,0.4037,0.018,0.0433
316038773,0.7725,0.052,0.7771,0.7197,0.1166,0.0107
316038834,0.1705,0.7261,0.1547,0.1547,0.5765,0.9336
316038854,0.8284,0.8843,0.7838,0.874,0.9053,0.0204
316038974,0.1207,0.0908,0.1174,0.1042,0.1028,0.0858
316038985,0.8874,0.0662,0.7549,0.1713,0.0834,0.0176
316039047,0.1261,0.078,0.1095,0.1425,0.0918,0.0228
316039127,0.8939,0.9345,0.9302,0.4125,0.9131,0.9827
316039128,0.1284,0.0748,0.1246,0.116,0.0901,0.0249
316039153,0.8696,0.0249,0.8235,0.5547,0.0325,0.0142
316039171,0.1331,0.1442,0.123,0.1514,0.1261,0.9446
316039183,0.1207,0.0602,0.119,0.098,0.0759,0.0135
316039184,0.0872,0.0755,0.0746,0.1271,0.0904,0.0253
316039185,0.1358,0.0915,0.1238,0.1672,0.0971,0.1194
316039202,0.9449,0.9993,0.9754,0.642,0.9905,1.0
316039222,0.103,0.0769,0.0952,0.1083,0.0897,0.0478
316039229,0.13,0.0645,0.1246,0.1392,0.0805,0.0201
316039247,0.8049,0.0228,0.806,0.7341,0.0314,0.0121
316039251,0.9256,0.9954,0.9127,0.9643,0.9961,0.9872
316039267,0.1377,0.0748,0.1273,0.1672,0.0894,0.0225
316039275,0.1319,0.0748,0.1246,0.1525,0.0901,0.0235
316039277,0.1288,0.0759,0.1234,0.1293,0.0887,0.0235
316039286,0.9414,0.765,0.9691,0.7414,0.7891,0.0163
316039288,0.1361,0.0755,0.1273,0.1665,0.0897,0.0242
316039297,0.1338,0.0759,0.1222,0.1823,0.0894,0.0239
316039312,0.113,0.964,0.1119,0.1757,0.9647,0.7249
316039344,0.8384,0.985,0.8405,0.709,0.977,0.9941
316039361,0.2245,0.0819,0.9294,0.1138,0.095,0.028
316039402,0.1836,0.2222,0.1781,0.1952,0.1487,0.9907
316039457,0.2229,0.094,0.9369,0.0869,0.0978,0.1118
316039468,0.9549,0.7151,0.9893,0.189,0.7432,0.0346
316039505,0.2075,0.1033,0.9131,0.1017,0.101,0.1702
316039567,0.9931,0.0787,0.9909,0.9676,0.0915,0.0253
316039606,0.1234,0.0751,0.1178,0.1193,0.0897,0.0235
316039607,0.8646,0.0363,0.9405,0.0965,0.0406,0.0401
316039703,0.135,0.0751,0.125,0.1632,0.0887,0.0235
316039728,0.8415,0.0377,0.8489,0.8239,0.0615,0.0118
316039755,0.1334,0.0744,0.1253,0.1466,0.0904,0.0232
316039798,0.1373,0.0744,0.1269,0.1694,0.0904,0.0232
316039811,0.1257,0.0762,0.1127,0.1801,0.0908,0.0253
316039861,0.1099,0.0751,0.1115,0.0866,0.0894,0.0239
316039964,0.7987,0.7482,0.8326,0.723,0.757,0.8093
316040033,0.0744,0.0769,0.0571,0.1436,0.0904,0.0249
316040057,0.1319,0.0741,0.1273,0.1285,0.0901,0.0249
316040059,0.1342,0.0748,0.125,0.1602,0.089,0.0221
316040167,0.1203,0.0687,0.115,0.1157,0.0816,0.0391
316040219,0.14,0.0719,0.1242,0.1657,0.0887,0.0208
316040291,0.1257,0.0744,0.1246,0.0917,0.0901,0.0253
316040292,0.8882,0.0064,0.8211,0.0678,0.0127,0.0138
316040452,0.1323,0.0755,0.121,0.1694,0.0894,0.0249
316040483,0.1358,0.0737,0.1273,0.1576,0.089,0.0235
316040558,0.1573,0.0773,0.7029,0.2144,0.0908,0.0253
316040584,0.6151,0.0,0.1146,0.7499,0.0078,0.0564
316040645,0.9526,0.0584,0.9695,0.7466,0.1247,0.0173
316040705,0.1358,0.0744,0.1238,0.1805,0.0904,0.0232
316040773,0.8966,0.0189,0.933,0.3282,0.0265,0.0201
316040898,0.1373,0.0748,0.125,0.1672,0.0901,0.0235
316040921,0.8018,0.9904,0.8088,0.7473,0.9898,0.9824
316040971,0.1226,0.9875,0.121,0.611,0.9827,0.9945
316040983,0.7929,0.7454,0.8267,0.7006,0.7775,0.0128
316041077,0.1304,0.0759,0.1198,0.1536,0.0908,0.0249
316041094,0.1061,0.0769,0.0924,0.1646,0.0901,0.0242
316041107,0.7243,0.011,0.7207,0.2998,0.0141,0.0422
316041197,0.1377,0.0719,0.1273,0.1683,0.0869,0.0221
316041207,0.1253,0.0755,0.1234,0.1039,0.0887,0.0249
316041223,0.1188,0.0698,0.1127,0.1072,0.0858,0.0204
316041231,0.1296,0.0723,0.1261,0.1105,0.0894,0.0232
316041247,0.1203,0.0552,0.1083,0.1061,0.0685,0.0107
316041259,0.123,0.0744,0.1107,0.1687,0.0904,0.0232
316041303,0.1435,0.0349,0.1448,0.0843,0.0449,0.0394
316041353,0.128,0.0737,0.1242,0.1197,0.088,0.0239
316041354,0.125,0.0919,0.1178,0.1378,0.1003,0.0436
316041376,0.0914,0.9662,0.0674,0.7112,0.9633,0.8474
316041391,0.1315,0.0734,0.1214,0.1599,0.0904,0.0228
316041455,0.7678,0.0125,0.7521,0.7223,0.0162,0.0104
316041547,0.1261,0.0751,0.1238,0.1017,0.0904,0.0239
316041661,0.7991,0.9886,0.7945,0.0254,0.9852,0.9789
316041691,0.9464,0.0228,0.971,0.4998,0.0,0.9675
316041693,0.7748,0.9993,0.764,0.7484,0.9968,0.9997
316041709,0.968,0.0776,0.8409,0.9786,0.0911,0.0249
316041721,0.8396,0.8123,0.8715,0.726,0.8357,0.108
316041866,0.1358,0.0751,0.1246,0.1683,0.0904,0.0242
316041898,0.2831,0.9979,0.1281,0.9842,0.9972,0.999
316041917,0.1358,0.0723,0.1265,0.1573,0.0883,0.0215
316042022,0.123,1.0,0.1206,0.5669,1.0,1.0
316042026,0.1292,0.0705,0.125,0.1138,0.0844,0.0211
316042032,0.9352,0.0773,0.881,0.2221,0.0901,0.0273
316042039,0.1215,0.0288,0.0916,0.4221,0.0424,0.0118
316042097,0.3949,0.1756,0.8548,0.3076,0.7089,0.0118
316042098,0.1384,0.0744,0.1273,0.1812,0.089,0.0225
316042106,0.7944,0.0741,0.8572,0.0785,0.0904,0.0253
316042208,0.1188,0.0744,0.1166,0.1039,0.0904,0.0242
316042257,0.7786,0.011,0.7489,0.7433,0.0219,0.0173
316042365,0.1199,0.828,0.1242,0.3536,0.8156,0.9609
316042408,0.1261,0.0862,0.1257,0.0924,0.0915,0.0879
316042449,0.1257,0.0751,0.1234,0.1009,0.0904,0.0242
316042478,0.1373,0.0748,0.125,0.1639,0.0894,0.0218
316042535,0.8924,0.0118,0.9203,0.3842,0.0106,0.0913
316042538,0.135,0.0744,0.1261,0.1565,0.0897,0.0232
316042598,0.1257,0.0759,0.1131,0.1503,0.0908,0.0256
316042673,0.8334,0.1207,0.8171,0.8637,0.3158,0.0893
316042767,0.7335,0.9334,0.875,0.0832,0.8894,0.9903
316042786,0.9811,0.0776,0.9544,0.3878,0.0911,0.0263
316042805,0.8612,0.8276,0.8806,0.7602,0.8661,0.0121
316042956,0.1627,0.0755,0.1277,0.2943,0.0929,0.018
316042999,0.1338,0.0744,0.1246,0.1669,0.0904,0.0242
316043105,0.1365,0.0716,0.1265,0.1654,0.088,0.0211
316043222,0.1057,0.0459,0.1015,0.5525,0.1056,0.0104
316043224,0.1257,0.0737,0.125,0.0947,0.0887,0.0218
316043287,0.1307,0.0734,0.1273,0.1238,0.0876,0.0228
316043302,0.1273,0.0748,0.1257,0.1064,0.0904,0.0242
316043612,0.801,0.0759,0.7739,0.228,0.0904,0.0356
316043645,0.135,0.0744,0.1253,0.1565,0.089,0.0232
316043803,0.1346,0.073,0.1246,0.1657,0.0897,0.0201
316043831,0.8029,0.0118,0.8163,0.6372,0.0208,0.0208
316043933,0.125,0.0755,0.1206,0.1179,0.0908,0.0253
316043948,0.1342,0.1179,0.1095,0.1904,0.1187,0.9087
316043959,0.1288,0.0744,0.115,0.1455,0.0887,0.0349
316044001,0.1361,0.0741,0.1253,0.1654,0.089,0.0235
316044131,0.1169,0.0719,0.125,0.0641,0.0911,0.0211
316044153,0.8349,0.0075,0.8675,0.7072,0.0042,0.1038
316044191,0.1253,0.0759,0.0968,0.2081,0.0929,0.0585
316044229,0.8866,0.084,0.8981,0.3297,0.0565,0.883
316044237,0.8349,0.0132,0.7802,0.4129,0.0159,0.0204
316044249,0.9626,0.0769,0.9643,0.1974,0.0911,0.0266
316044278,0.1261,0.088,0.115,0.1337,0.0982,0.0474
316044308,0.9271,0.0552,0.9651,0.084,0.0682,0.0315
316044309,0.9776,0.0773,0.9223,0.2932,0.0904,0.0253
316044312,0.1234,0.0994,0.1206,0.1006,0.1123,0.0377
316044334,0.1354,0.0698,0.125,0.1565,0.0894,0.0176
316044345,0.1319,0.073,0.1226,0.1532,0.0887,0.0215
316044471,0.7586,0.0741,0.8116,0.1904,0.0887,0.0318
316044577,0.9028,0.0584,0.8988,0.0961,0.0714,0.0183
316044605,0.0602,0.7796,0.0599,0.3282,0.8103,0.1329
316044614,0.1315,0.0922,0.125,0.1352,0.0978,0.1952
316044671,0.1196,0.0719,0.1194,0.0972,0.088,0.0249
316044702,0.1288,0.0801,0.1246,0.1127,0.0918,0.0488
316044719,0.1219,0.0687,0.125,0.0748,0.0887,0.0183
316044722,0.1253,0.0744,0.1146,0.1573,0.0904,0.0253
316044726,0.1084,0.7621,0.1059,0.0866,0.8085,0.0166
316044766,0.7736,0.9131,0.7791,0.7348,0.9276,0.0858
316044767,0.806,0.0363,0.8052,0.779,0.0509,0.019
316044782,0.0999,0.0751,0.0992,0.0829,0.0901,0.0256
316044795,0.1226,0.0755,0.1154,0.1219,0.0904,0.0242
316044852,0.9707,0.0773,0.9064,0.2018,0.0908,0.0249
316044885,0.1373,0.0929,0.1436,0.0969,0.1056,0.0232
316044912,0.8103,0.7265,0.8485,0.3886,0.7524,0.0135
316044933,0.8141,0.9996,0.8056,0.7993,0.9785,0.9997
316044979,0.1269,0.0737,0.1206,0.1389,0.0901,0.0246
316044997,0.8241,0.0071,0.8338,0.7444,0.0148,0.0104
316045007,0.3652,0.0969,0.933,0.1374,0.0993,0.1457
316045023,0.1169,0.0723,0.1242,0.0438,0.0883,0.0204
316045067,0.1273,0.0759,0.123,0.1241,0.0901,0.0239
316045077,0.1315,0.0744,0.125,0.13,0.0876,0.0291
316045078,0.8361,0.8825,0.8044,0.8891,0.9007,0.0121
316045186,0.1242,0.0641,0.1242,0.0928,0.0809,0.0215
316045287,0.1346,0.0751,0.1238,0.1606,0.0901,0.0225
316045369,0.0667,0.0762,0.0587,0.0803,0.0904,0.0256
316045404,0.1327,0.0755,0.1226,0.1672,0.089,0.0235
316045461,0.1381,0.0751,0.125,0.1783,0.0894,0.0235
316045481,0.8187,0.9679,0.8294,0.7945,0.9721,0.0509
316045597,0.0833,0.0751,0.0583,0.1422,0.0887,0.0349
316045697,0.1296,0.0741,0.1257,0.119,0.0901,0.0218
316045792,0.1049,0.0709,0.0988,0.1197,0.0865,0.0266
316045828,0.5927,0.1111,0.0524,0.7344,0.6899,0.0097
316045831,0.1319,0.1004,0.1277,0.126,0.0996,0.1709
316045925,0.9495,0.0737,0.839,0.1621,0.0872,0.027
316045929,0.128,0.0759,0.1246,0.119,0.0908,0.0249
316046057,0.9078,0.0762,0.8278,0.0788,0.0897,0.0253
316046073,0.1246,0.0691,0.1206,0.102,0.083,0.0242
316046194,0.1338,0.0748,0.1265,0.1543,0.0904,0.0242
316046259,0.9614,0.0509,0.9889,0.1359,0.0668,0.0183
316046329,0.101,0.0751,0.0976,0.091,0.0993,0.0156
316046364,0.1481,0.0702,0.125,0.2037,0.0908,0.0176
316046444,0.8589,0.9815,0.8286,0.8958,0.9841,0.0111
316046483,0.7767,0.01,0.7965,0.7499,0.0194,0.0121
316046534,0.9641,0.9103,0.9845,0.8413,0.9145,0.9945
316046556,0.8535,0.0093,0.9008,0.5595,0.0166,0.0104
316046639,0.1327,0.0751,0.125,0.1436,0.0901,0.0242
316046705,0.8747,0.9936,0.8671,0.7683,0.9838,0.9983
316046759,0.1342,0.0737,0.1238,0.1669,0.0887,0.0239
316046773,0.828,0.011,0.8393,0.723,0.0198,0.0266
316046813,0.1288,0.0719,0.125,0.1149,0.0887,0.0235
316046847,0.806,0.0125,0.8068,0.7462,0.0134,0.01
316046967,0.7439,0.761,0.7505,0.7079,0.7658,0.8429
316046983,0.1223,0.0698,0.1202,0.098,0.0855,0.0221
316047108,0.1315,0.0776,0.1222,0.1654,0.0915,0.0301
316047155,0.1365,0.0737,0.125,0.1657,0.0897,0.0235
316047178,0.1261,0.0755,0.125,0.1009,0.0904,0.0242
316047186,0.1261,0.0759,0.1198,0.1448,0.0904,0.0253
316047246,0.1273,0.0726,0.1253,0.1061,0.0887,0.0249
316047318,0.1242,0.0719,0.1226,0.0972,0.0872,0.0201
316047342,0.1334,0.0759,0.123,0.1669,0.0908,0.0246
316047351,0.14,0.0791,0.1277,0.1959,0.0982,0.0131
316047363,0.8785,0.0556,0.8576,0.9094,0.1346,0.0159
316047415,0.9526,0.7988,0.9583,0.4479,0.8156,0.7986
316047498,0.7725,0.9566,0.8263,0.6884,0.9668,0.0529
316047517,0.8029,0.0773,0.7862,0.7853,0.1505,0.0149
316047534,0.1365,0.0759,0.1246,0.1779,0.0894,0.0242
316047551,0.1138,0.0759,0.1119,0.1057,0.0897,0.0263
316047555,0.1897,0.8248,0.1194,0.7543,0.8248,0.9817
316047565,0.1331,0.9701,0.1008,0.7378,0.9707,0.0069
316047606,0.0077,0.0766,0.3328,0.0748,0.0904,0.026
316047623,0.7748,0.9875,0.7485,0.7724,0.9866,0.9066
316047641,0.791,0.9779,0.8013,0.7661,0.9799,0.1723
316047682,0.1701,0.0787,0.8021,0.0829,0.0911,0.0419
316047701,0.1751,0.0894,0.7743,0.1028,0.0894,0.7903
316047722,0.1639,0.0506,0.1888,0.0862,0.0657,0.027
316047734,0.1211,0.0759,0.121,0.0902,0.0908,0.0249
316047876,0.1327,0.0744,0.1246,0.1602,0.089,0.0232
316047883,0.7941,0.9972,0.8608,0.6777,0.9954,0.9986
316047894,0.1346,0.0744,0.1246,0.1591,0.089,0.0235
316047926,0.1269,0.0741,0.1246,0.112,0.0901,0.0242
316047938,0.9568,0.0769,0.8675,0.3311,0.0911,0.0253
316047943,0.1762,0.2803,0.1194,0.3967,0.1925,0.9616
316047946,0.1689,0.8351,0.1103,0.7613,0.8181,0.9567
316047956,0.8288,0.8668,0.8029,0.8564,0.8863,0.0204
316047962,0.1304,0.0873,0.1273,0.1153,0.0947,0.063
316047985,0.7759,0.0036,0.7438,0.7871,0.0053,0.0176
316047991,0.1215,0.0716,0.1242,0.084,0.0876,0.0221
316048006,0.7451,0.0028,0.7533,0.7208,0.0078,0.0194
316048107,0.8079,0.6877,0.8191,0.7466,0.7209,0.0097
316048116,0.8924,0.9968,0.096,0.7853,0.9975,0.0069
316048127,0.1315,0.0734,0.1273,0.1157,0.088,0.0215
316048139,0.7798,0.9334,0.8267,0.7087,0.9428,0.0657
316048155,0.1203,0.0755,0.1079,0.1639,0.0894,0.0246
316048192,0.1307,0.073,0.125,0.137,0.0887,0.0221
