tid,geometric,kinematic,curvature,indentation,speed,acceleration
1893265N17115,0.0758,0.1349,0.084,0.0317,0.1311,0.1878
1893268N12335,0.1818,0.325,0.0238,0.5875,0.309,0.7201
1893268N14128,0.1045,0.0452,0.1063,0.104,0.0559,0.0745
1893271N16278,0.1126,0.0355,0.0494,0.151,0.0475,0.0316
1893273N15128,0.1312,0.2081,0.114,0.1461,0.2,0.4193
1893274N10148,0.093,0.7139,0.0806,0.0959,0.796,0.3187
1893284N18131,0.146,0.1382,0.0961,0.1755,0.1183,0.4886
1893293N16091,0.1386,0.0489,0.0837,0.1692,0.0831,0.0178
1893294N18278,0.1026,0.8759,0.0679,0.1454,0.9103,0.0545
1893298N11096,0.075,0.2302,0.0706,0.0469,0.2813,0.0267
1893308N10084,0.1349,0.1422,0.105,0.157,0.1736,0.0361
1893309N27289,0.1028,0.4278,0.0447,0.1613,0.5418,0.0525
1893315N11124,0.0474,0.0404,0.0639,0.0689,0.0379,0.1352
1893316N12073,0.2546,0.1695,0.086,0.4497,0.1957,0.0431
1893323N08137,0.084,0.0303,0.1044,0.0292,0.0122,0.2256
1894010S14056,0.0948,0.1532,0.0998,0.0712,0.1599,0.1224
1894011S13057,0.0727,0.1981,0.0788,0.0299,0.2217,0.0829
1894011S14056,0.0921,0.1359,0.1012,0.0579,0.1616,0.059
1894032S11059,0.0341,0.043,0.0376,0.3974,0.0467,0.0323
1894032S11419,0.1076,0.1222,0.041,0.1511,0.1379,0.2355
1894040S11057,0.1097,0.1315,0.0439,0.1526,0.152,0.2471
1894042S15064,0.8424,0.4034,0.879,0.7257,0.4703,0.2054
1894042S16063,0.0996,0.2429,0.101,0.0856,0.2806,0.0723
1894046S16064,0.1006,0.2163,0.1027,0.088,0.2429,0.0913
1894052S14066,0.0649,0.0526,0.0764,0.0142,0.0544,0.0327
1894069S13067,0.1812,0.4985,0.1243,0.2204,0.5414,0.3235
1894070S12068,0.5953,0.525,0.2171,0.6584,0.6405,0.0279
1894070S13068,0.0965,0.6691,0.1183,0.0439,0.72,0.1707
1894070S18069,0.2794,0.4152,0.1303,0.5848,0.2061,0.9991
1894101S12058,0.2069,0.9386,0.1255,0.2762,0.9549,0.2038
1894111S12060,0.1898,0.527,0.1237,0.2406,0.5898,0.1938
1894111S12061,0.0872,0.3496,0.099,0.0449,0.4611,0.0805
1894117N13093,0.1496,0.1664,0.1145,0.1734,0.1993,0.059
1894151N16112,0.0988,0.1292,0.0549,0.1394,0.1693,0.19
1894157N19283,0.1129,0.2457,0.099,0.1348,0.2749,0.1541
1894164N23091,0.1015,0.02,0.0725,0.1337,0.0152,0.09
1894172N20087,0.0734,0.0701,0.0771,0.031,0.0832,0.0233
1894175N18114,0.0993,0.2194,0.0835,0.1241,0.2945,0.0386
1894178N18126,0.1568,0.0907,0.0979,0.1935,0.0798,0.4511
1894181N16112,0.0941,0.1459,0.056,0.1346,0.2315,0.0663
1894184N25089,0.9992,0.9974,0.9985,0.2628,0.901,0.9987
1894192N20087,0.1569,0.6352,0.1146,0.1806,0.7281,0.054
1894197N20089,0.0497,0.1272,0.0873,0.3752,0.1566,0.0213
1894202N24131,0.1533,0.41,0.1201,0.1696,0.3761,0.6341
1894205N19114,0.0898,0.154,0.0968,0.1059,0.1831,0.0358
1894205N22088,0.102,0.1607,0.0988,0.0972,0.1849,0.0272
1894210N22135,0.0778,0.1039,0.0913,0.0264,0.1286,0.0298
1894216N18274,0.0253,0.0895,0.0409,0.0152,0.0913,0.1234
1894225N23088,0.1329,0.3274,0.0755,0.5262,0.389,0.0571
1894238N17114,0.1171,0.1442,0.1035,0.1363,0.1847,0.0381
1894242N13325,0.1083,0.4189,0.0456,0.1703,0.5548,0.0568
1894250N16117,0.091,0.1817,0.0927,0.1703,0.2103,0.0898
1894253N16273,0.12,0.2429,0.1094,0.1371,0.2667,0.1801
1894259N09130,0.0807,0.8991,0.0938,0.029,0.8618,0.9353
1894261N13311,0.0912,0.5969,0.0378,0.2548,0.5482,0.8789
1894265N17127,0.1124,0.1474,0.0974,0.1355,0.2046,0.0664
1894270N12284,0.8469,0.3026,0.0268,0.8869,0.4365,0.0377
1894270N15123,0.0999,0.1135,0.0924,0.1041,0.1563,0.1002
1894270N20087,0.0717,0.1103,0.0365,0.3324,0.1283,0.0475
1894275N14134,0.0499,0.9648,0.0454,0.021,0.9476,0.9734
1894275N21088,0.1223,0.0882,0.1094,0.1372,0.0982,0.044
1894284N11303,0.0388,0.0461,0.041,0.0616,0.0453,0.0397
1894294N21300,0.3444,0.3129,0.7056,0.3423,0.4198,0.0284
1894296N15068,0.0792,0.2027,0.0602,0.1298,0.2456,0.0313
1894303N13090,0.1207,0.1576,0.1171,0.1339,0.1666,0.139
1894318N15139,0.0662,0.0323,0.0691,0.0298,0.0375,0.0238
1894335N24307,0.0254,0.8422,0.0382,0.0169,0.8536,0.5259
1894335S18054,0.4751,0.147,0.0835,0.7648,0.1717,0.0462
1894335S18414,0.1295,0.113,0.0792,0.1604,0.1199,0.0707
1894343S19054,0.1063,0.1202,0.0817,0.1334,0.0938,0.3278
1894345S17061,0.11,0.1972,0.0971,0.3244,0.2351,0.0355
1895001S14073,0.0846,0.0975,0.1114,0.0228,0.1078,0.0381
1895001S15072,0.1505,0.0151,0.118,0.1616,0.0201,0.0724
1895009S15072,0.8213,0.8599,0.438,0.7581,0.8907,0.5136
1895010S18061,0.1948,0.2832,0.1217,0.3382,0.3038,0.2072
1895091S15053,0.1019,0.1019,0.1172,0.4393,0.1512,0.038
1895091S15054,0.1551,0.1388,0.1239,0.1734,0.2245,0.035
1895099S15054,0.1895,0.1541,0.1262,0.2345,0.2211,0.0821
1895112N11086,0.0798,0.0784,0.0971,0.0235,0.1015,0.0172
1895131N11129,0.8735,0.9759,0.4728,0.8674,0.9458,0.9821
1895160N37291,0.074,0.1037,0.0476,0.079,0.112,0.0763
1895161N13116,0.1347,0.2086,0.1065,0.152,0.3108,0.0531
1895165N18070,0.085,0.1542,0.0505,0.268,0.164,0.1006
1895169N33287,0.0588,0.0736,0.0976,0.0174,0.0694,0.1509
1895170N21088,0.2141,0.389,0.1119,0.3012,0.5098,0.0345
1895179N21088,0.09,0.0722,0.0918,0.056,0.083,0.026
1895180N17117,0.0839,0.0596,0.1024,0.0299,0.0653,0.0666
1895180N20124,0.0955,0.1511,0.0762,0.1241,0.2097,0.0321
1895199N16142,0.1015,0.1601,0.0793,0.1299,0.2121,0.0434
1895199N20088,0.074,0.1728,0.0854,0.025,0.2056,0.0337
1895209N21114,0.147,0.141,0.1136,0.1595,0.1777,0.113
1895211N21088,0.1428,0.0791,0.1053,0.1589,0.088,0.0972
1895218N20088,0.0798,0.4123,0.0932,0.0281,0.5063,0.0919
1895226N27269,0.1106,0.1728,0.0839,0.3793,0.1937,0.0763
1895227N18130,0.0409,0.1912,0.049,0.1498,0.2217,0.0844
1895233N24128,0.9924,0.1447,0.9888,0.9277,0.0211,0.8051
1895234N13302,0.1513,0.066,0.1133,0.1704,0.1089,0.0772
1895240N19118,0.628,0.2231,0.0905,0.8671,0.2644,0.0693
1895244N17128,0.0761,0.0866,0.0397,0.1154,0.1063,0.04
1895245N18310,0.1292,0.2654,0.0746,0.1704,0.3702,0.0664
1895247N17087,0.1465,0.0422,0.1074,0.1664,0.0452,0.0286
1895255N30306,1.0,0.9526,1.0,0.8656,0.8711,0.9954
1895259N18090,0.9895,0.1697,0.9942,0.7799,0.2004,0.0391
1895261N22122,0.1347,0.2339,0.088,0.1627,0.3428,0.0345
1895266N19126,0.0209,0.0633,0.0299,0.0897,0.0578,0.1131
1895268N12278,0.4158,0.0667,0.7253,0.3698,0.1291,0.0204
1895271N19274,0.1418,0.0661,0.1297,0.1658,0.0972,0.1471
1895272N15334,0.1416,0.3499,0.0922,0.1825,0.3898,0.3995
1895273N18087,0.1172,0.0374,0.1087,0.1358,0.0439,0.0326
1895275N17277,0.1169,0.1555,0.0436,0.1605,0.2159,0.1359
1895285N12315,0.4313,0.5854,0.6171,0.5262,0.5005,0.9042
1895286N19266,0.1474,0.0743,0.112,0.1718,0.0841,0.148
1895303N13120,0.1196,0.0201,0.1026,0.1408,0.0253,0.0199
1895305N16124,0.1337,0.7657,0.1203,0.1482,0.6068,0.9813
1895308N21329,0.943,0.8382,0.0561,0.924,0.8827,0.1228
1895311N09136,0.4061,0.4022,0.0371,0.7952,0.4566,0.1786
1895312N13117,0.4709,0.9171,0.0667,0.7941,0.9253,0.5816
1895344N12089,0.1774,0.2152,0.1164,0.2163,0.3044,0.1054
1896011S12069,0.086,0.1296,0.0473,0.1306,0.1425,0.0772
1896021S11069,0.0431,0.1393,0.0388,0.3825,0.1526,0.0708
1896042S09063,0.0616,0.2639,0.0482,0.0969,0.3162,0.0466
1896042S11062,0.0713,0.273,0.0441,0.315,0.317,0.0768
1896046S10062,0.074,0.2477,0.0503,0.2888,0.3007,0.033
1896070S27080,0.1698,0.1845,0.1175,0.2008,0.1998,0.3072
1896071S26080,0.0946,0.322,0.1242,0.4244,0.2259,0.9986
1896071S26440,0.2132,0.0899,0.1432,0.6734,0.1039,0.058
1896132N11121,0.0603,0.0992,0.0327,0.2173,0.1175,0.0701
1896146N13070,0.1169,0.1759,0.0629,0.4878,0.2052,0.0346
1896158N06136,0.0863,1.0,0.0576,0.1166,1.0,1.0
1896170N21089,0.1049,0.0498,0.0864,0.1343,0.0584,0.1336
1896178N21090,0.0557,0.1066,0.0763,0.443,0.122,0.0608
1896187N21279,0.0654,0.4797,0.0592,0.0428,0.5821,0.0499
1896188N17124,0.1226,0.1024,0.1177,0.1364,0.151,0.0515
1896200N19146,0.066,0.9972,0.0752,0.0288,0.9925,0.9913
1896204N21089,0.1267,0.1334,0.1143,0.1413,0.1886,0.1019
1896206N18116,0.128,0.139,0.1056,0.144,0.1642,0.0386
1896208N21090,0.9947,0.3255,0.9969,0.9107,0.3412,0.3779
1896209N13137,0.1614,0.9927,0.1234,0.1835,0.9849,0.9874
1896214N09136,0.138,0.9991,0.1097,0.1604,0.9977,0.9988
1896214N21089,0.1683,0.0271,0.1167,0.1984,0.0452,0.0534
1896219N15128,0.1287,0.2313,0.1162,0.1409,0.3539,0.0131
1896226N21088,0.2091,0.2923,0.1201,0.2796,0.4135,0.0442
1896228N22131,0.1172,0.1652,0.11,0.1357,0.1804,0.1049
1896233N22089,0.133,0.1635,0.1061,0.1536,0.2,0.0316
1896242N23138,0.996,0.8997,0.996,0.4181,0.8571,0.9866
1896243N14300,0.092,0.0833,0.0394,0.1429,0.0808,0.173
1896246N21114,0.996,0.6094,0.996,0.3167,0.6906,0.1904
1896251N25136,0.0768,0.2355,0.0828,0.0368,0.2614,0.112
1896257N20090,0.6531,0.3325,0.0018,0.9166,0.3936,0.0587
1896258N16112,0.1043,0.2332,0.0827,0.2435,0.2576,0.1861
1896260N16306,0.9751,0.8256,0.8598,0.956,0.5579,0.9885
1896266N17298,0.1047,0.3901,0.039,0.1503,0.4813,0.11
1896268N24119,1.0,0.4776,0.9998,1.0,0.5068,0.3544
1896270N34307,0.9524,0.0756,0.9621,0.8143,0.0713,0.0784
1896275N13118,0.1472,0.1213,0.1182,0.1582,0.1322,0.2592
1896277N16126,0.1478,0.1537,0.1116,0.1667,0.2137,0.1565
1896281N23269,0.1601,0.4906,0.0988,0.2013,0.6623,0.0629
1896282N15125,0.0873,0.0899,0.0545,0.1227,0.1082,0.0495
1896285N12331,0.1032,0.1084,0.0692,0.1365,0.112,0.0804
1896300N09316,0.8602,0.0407,0.9692,0.0754,0.0457,0.027
1896304N12117,0.0791,0.0591,0.0941,0.0235,0.0263,0.4225
1896305N15301,0.9501,0.1152,0.9484,0.8649,0.1602,0.1305
1896319N06079,0.0788,0.0698,0.0369,0.1306,0.076,0.0591
1896332N11299,0.1498,0.0593,0.1067,0.1682,0.0542,0.0781
1897005S10135,0.1244,0.1285,0.655,0.0276,0.146,0.0573
1897011S13070,0.1522,0.1864,0.095,0.1857,0.2246,0.1563
1897021S12071,0.6901,0.095,0.9615,0.3814,0.1145,0.0306
1897021S13070,0.1538,0.1679,0.0952,0.1907,0.2164,0.0908
1897026S18128,0.9487,0.9496,0.2257,0.9287,0.96,0.6155
1897042S12062,0.0823,0.0408,0.0365,0.1345,0.0203,0.2159
1897042S12064,0.0848,0.0395,0.0336,0.1387,0.0393,0.0703
1897046S12064,0.0847,0.0276,0.039,0.1334,0.0164,0.1003
1897060S15066,0.0569,0.1429,0.0546,0.0381,0.1515,0.0999
1897068S15066,0.0576,0.1637,0.0562,0.0257,0.1497,0.2847
1897166N20089,0.9892,0.3092,0.9861,0.9039,0.2626,0.8247
1897184N20117,0.1782,0.1811,0.1182,0.218,0.2138,0.2327
1897190N21088,0.2259,0.4183,0.1249,0.3158,0.4992,0.1398
1897191N20070,0.1011,0.3336,0.0908,0.152,0.3979,0.0578
1897195N25088,0.1246,0.136,0.1153,0.1429,0.1415,0.13
1897205N17117,0.9896,0.11,0.986,0.1534,0.0957,0.2758
1897209N23126,0.1242,0.0804,0.1139,0.1401,0.0885,0.1206
1897219N20129,0.073,0.0338,0.0799,0.0301,0.0323,0.1384
1897225N21088,0.294,0.176,0.0807,0.6841,0.241,0.0588
1897243N13340,0.1374,0.3664,0.0516,0.1798,0.4555,0.0881
1897251N24132,0.996,0.9977,0.996,0.3281,0.998,0.0772
1897252N19085,0.1715,0.0541,0.1159,0.202,0.0444,0.1697
1897252N30305,0.0861,0.8163,0.0933,0.0411,0.8528,0.1232
1897253N24280,0.1252,0.1866,0.093,0.1542,0.2629,0.1007
1897255N21070,0.1244,0.1987,0.1125,0.1385,0.2442,0.0386
1897257N16123,0.1155,0.0144,0.1157,0.1236,0.0089,0.0844
1897260N14340,0.0516,0.1375,0.0613,0.0121,0.1383,0.1769
1897262N21270,0.1007,0.8002,0.102,0.0833,0.7303,0.9387
1897266N17090,0.1497,0.4288,0.0788,0.2006,0.5268,0.1158
1897268N20277,0.0978,0.1905,0.0432,0.1487,0.2009,0.1322
1897269N12307,0.0925,0.0115,0.0384,0.1485,0.0218,0.0539
1897269N20124,0.1163,0.22,0.0918,0.1395,0.2963,0.1268
1897275N18084,0.3241,0.2329,0.1175,0.7481,0.232,0.4098
1897276N15119,0.0753,0.0743,0.0834,0.0291,0.0831,0.0924
1897279N20132,0.1286,0.2532,0.0953,0.1495,0.3307,0.1262
1897283N12298,0.0661,0.6772,0.0521,0.0416,0.722,0.2159
1897285N11125,0.1563,0.4892,0.1205,0.1722,0.6102,0.016
1897291N11119,0.1694,0.7826,0.125,0.1953,0.8216,0.2122
1897294N14096,0.1134,0.1068,0.0849,0.143,0.1066,0.1129
1897295N19129,0.0642,0.85,0.072,0.0274,0.838,0.8706
1897296N25283,0.4456,0.0143,0.9364,0.0713,0.015,0.038
1897318N09121,0.1358,0.5683,0.0565,0.1903,0.6371,0.1765
1897335S12059,0.0775,0.5823,0.1085,0.0143,0.6858,0.1012
1897335S13059,0.1948,0.6643,0.1258,0.2448,0.6836,0.5317
1897336S18115,0.1482,0.2247,0.1025,0.1772,0.2679,0.0551
1897342S09138,0.0949,0.0492,0.1094,0.0547,0.0361,0.2269
1897343S13059,0.1992,0.6659,0.1257,0.2608,0.6852,0.5297
1897345S11062,0.1002,0.0773,0.0552,0.1456,0.1229,0.0542
1897355S10063,0.0535,0.1011,0.0486,0.0235,0.1553,0.0249
1897355S11062,0.0926,0.0749,0.0551,0.1323,0.124,0.0399
1897355S18115,0.1506,0.3272,0.0445,0.7184,0.3958,0.0332
1897357S17121,0.4726,0.1378,0.2066,0.6486,0.2212,0.0367
1897360N13085,0.9996,0.4516,0.9996,0.5063,0.4977,0.1868
1898014N09113,0.0825,0.1696,0.0597,0.2826,0.199,0.0444
1898032S09063,0.0764,0.1635,0.0848,0.0309,0.1984,0.0367
1898032S10063,0.1136,0.1354,0.0903,0.1404,0.1614,0.0324
1898034S19152,0.117,0.1082,0.0871,0.1469,0.1184,0.0849
1898040S11063,0.127,0.1865,0.0931,0.1624,0.1618,0.393
1898043S08055,0.112,0.098,0.0367,0.165,0.0861,0.1391
1898052S07056,0.9278,0.1511,0.04,0.9041,0.1166,0.8622
1898072N25301,0.6568,0.2153,0.6881,0.6396,0.2599,0.036
1898087S09133,0.1688,0.0339,0.1062,0.2075,0.038,0.029
1898125N13095,0.1603,0.0422,0.1154,0.185,0.0459,0.0612
1898125S31156,0.7845,0.3511,0.7687,0.7649,0.3813,0.2005
1898151N11059,0.08,0.0407,0.1062,0.0171,0.035,0.1447
1898152N11060,0.1225,0.0409,0.1062,0.1388,0.0427,0.0398
1898164N18086,0.9659,0.8408,0.0561,0.9649,0.8581,0.7406
1898178N16116,0.13,0.1375,0.0664,0.6362,0.1418,0.2063
1898178N16129,0.114,0.1295,0.1129,0.1213,0.1799,0.1133
1898183N21089,0.1398,0.137,0.1055,0.1586,0.1649,0.054
1898194N22123,0.1129,0.2774,0.1106,0.1222,0.3292,0.1381
1898197N25085,0.0817,0.0666,0.1058,0.0293,0.0688,0.0951
1898205N28134,0.996,0.2899,0.996,0.2212,0.363,0.1263
1898207N15118,0.0997,0.1291,0.1076,0.0681,0.1528,0.0644
1898213N16128,0.0575,0.8591,0.0991,0.0511,0.8384,0.8063
1898214N27280,0.1814,0.3182,0.1164,0.227,0.4248,0.0674
1898216N18131,0.0514,0.1369,0.0556,0.0145,0.149,0.1436
1898221N21089,0.1617,0.2072,0.084,0.6505,0.2461,0.0328
1898223N19116,0.0988,0.1384,0.0824,0.4531,0.1601,0.0364
1898225N24090,0.3337,0.1924,0.0855,0.7264,0.2013,0.1494
1898227N18125,0.1533,0.3565,0.1124,0.1767,0.43,0.2016
1898232N16126,0.0613,0.0854,0.0422,0.0523,0.1057,0.0297
1898233N22091,0.1894,0.478,0.1181,0.2381,0.5657,0.1296
1898238N25130,0.8538,0.0877,0.9686,0.087,0.1065,0.0403
1898240N24090,0.1192,0.1107,0.1134,0.1339,0.1255,0.1194
1898242N27283,0.0407,0.1216,0.0701,0.0113,0.136,0.1186
1898245N14281,0.5458,0.0836,0.4367,0.6808,0.0893,0.064
1898246N41318,0.2351,0.5601,0.1252,0.3468,0.6539,0.0685
1898249N11333,0.0872,0.1414,0.0311,0.1468,0.2378,0.0156
1898254N18087,0.0897,0.234,0.1009,0.0425,0.2796,0.0655
1898255N13281,0.0535,0.0171,0.0332,0.0429,0.0304,0.0467
1898263N21089,0.0921,0.0473,0.1087,0.0434,0.0397,0.0963
1898264N11280,0.9317,0.134,0.1895,0.9052,0.1223,0.4028
1898265N20294,0.8154,0.2189,0.7843,0.7613,0.1788,0.6928
1898268N16302,0.0866,0.4989,0.3793,0.0571,0.6807,0.027
1898269N20276,0.0976,0.0339,0.1146,0.2503,0.0344,0.0543
1898272N16132,0.1296,0.987,0.1111,0.1462,0.9053,0.997
1898273N14335,0.0746,0.0075,0.0723,0.0402,0.0052,0.0625
1898275N11302,0.0682,0.008,0.0749,0.0971,0.013,0.039
1898276N15112,0.7144,0.4384,0.0452,0.923,0.4635,0.3432
1898282N13085,0.0516,0.1421,0.0409,0.0318,0.1721,0.0286
1898287N16118,0.0421,0.3105,0.0277,0.0415,0.2822,0.5077
1898294N19274,0.1234,0.0224,0.1087,0.1413,0.0169,0.1487
1898297N15123,0.0691,0.1564,0.0764,0.0432,0.1804,0.1102
1898300N16280,0.0587,0.3431,0.0293,0.1618,0.3734,0.2085
1898300N18299,0.2036,0.3766,0.1198,0.4244,0.0746,0.9771
1898303N15118,0.0746,0.2996,0.0745,0.3493,0.3368,0.1751
1898309N11085,0.1446,0.0357,0.0989,0.1668,0.0387,0.0475
1898313N31314,0.9803,0.0597,0.9907,0.8418,0.0493,0.2188
1898315N15123,0.0328,0.1734,0.0348,0.1982,0.2009,0.0774
1898324N15120,0.1561,0.619,0.0942,0.1953,0.7052,0.0893
1898345S17043,0.2297,0.6802,0.1147,0.9208,0.6964,0.5581
1898355S17043,0.9852,0.7152,0.5081,0.9713,0.7354,0.5834
1899001S10067,0.0516,0.2464,0.0338,0.0832,0.3048,0.0221
1899001S11067,0.0558,0.2511,0.0411,0.0432,0.3115,0.0524
1899009S11067,0.0649,0.2728,0.0372,0.1491,0.3241,0.0604
1899011S14125,0.0489,0.7182,0.072,0.0186,0.7984,0.0822
1899032S12054,0.0458,0.2086,0.0376,0.0265,0.2386,0.0677
1899035S15139,0.0826,0.1734,0.1071,0.0217,0.211,0.043
1899040S13052,0.0591,0.2854,0.0382,0.0481,0.2396,0.5731
1899060S15063,0.9095,0.1507,0.0509,0.9045,0.1679,0.0791
1899063S12145,0.6656,0.2877,0.826,0.5016,0.3341,0.059
1899068S15062,0.075,0.1299,0.0809,0.0276,0.1288,0.1316
1899076S18119,0.1712,0.4701,0.0204,0.5781,0.596,0.0834
1899118N13094,0.9985,0.6022,0.9984,0.5082,0.6355,0.4065
1899144N15116,0.1318,0.1311,0.0731,0.1721,0.2223,0.0273
1899178N28267,0.1688,0.1599,0.1184,0.2096,0.1289,0.4016
1899180N15115,0.0643,0.1405,0.0887,0.0976,0.1728,0.0509
1899184N17129,0.0744,0.1454,0.0729,0.0456,0.1664,0.0626
1899194N23089,0.1316,0.1645,0.1027,0.4455,0.2442,0.0357
1899195N18114,0.1256,0.1513,0.1067,0.1448,0.1719,0.1525
1899196N19137,0.9349,0.7646,0.476,0.9044,0.7835,0.5835
1899210N17291,0.1426,0.5558,0.1081,0.159,0.0968,0.9867
1899215N12329,0.9958,0.3043,0.9979,0.9362,0.3126,0.5374
1899215N18130,0.1205,0.1234,0.1102,0.1363,0.1811,0.0401
1899220N16094,0.1293,0.0452,0.1067,0.147,0.0482,0.0415
1899220N22133,0.1516,0.1982,0.1218,0.1667,0.2456,0.1983
1899226N20133,0.996,0.9996,0.996,0.3834,0.9996,0.0571
1899232N18130,0.1155,0.1034,0.1124,0.1275,0.1662,0.047
1899239N20087,0.0431,0.2713,0.0278,0.0425,0.3581,0.0618
1899240N20136,0.996,0.9996,0.996,0.3488,0.9997,0.1077
1899241N17303,0.1081,0.169,0.1028,0.1444,0.2483,0.0786
1899246N13322,0.1012,0.1841,0.04,0.1602,0.3008,0.0288
1899250N22133,0.1239,0.7976,0.0983,0.1449,0.6252,0.9915
1899252N18092,0.1261,0.0594,0.5156,0.1359,0.0434,0.1596
1899262N28124,0.996,0.1925,0.996,0.7728,0.2393,0.0637
1899264N17089,0.1133,0.1441,0.101,0.1359,0.1631,0.0536
1899266N25133,0.1063,0.1461,0.1017,0.1082,0.169,0.0668
1899273N18127,0.2209,0.4143,0.0267,0.6726,0.5037,0.0727
1899275N20276,0.1168,0.9911,0.1018,0.1458,0.9933,0.1623
1899278N22133,0.1489,0.1336,0.0943,0.1774,0.1854,0.0587
1899284N10325,0.1621,0.2503,0.1155,0.2072,0.2091,0.5656
1899285N11082,0.1116,0.0279,0.1056,0.1306,0.0304,0.0277
1899288N26135,0.996,0.7799,0.996,0.2859,0.7487,0.9416
1899289N26283,0.0816,0.2301,0.0285,0.1351,0.3166,0.0994
1899299N16281,0.0565,0.9833,0.052,0.0243,0.9859,0.0519
1899305S11069,0.0801,0.0269,0.0741,0.0614,0.0286,0.0508
1899309N12117,0.102,0.119,0.0832,0.1304,0.1309,0.1084
1899311N12282,0.1185,0.1679,0.0801,0.1495,0.2614,0.0548
1899313N12124,0.1036,0.0707,0.0746,0.1416,0.0813,0.0694
1899313S11068,0.1503,0.1175,0.0806,0.1958,0.1714,0.1031
1899318N14125,0.0564,0.0511,0.0477,0.0242,0.0516,0.0423
1899344S10066,0.1742,0.0793,0.2659,0.2047,0.0758,0.1183
1899345S10068,0.1526,0.0614,0.3656,0.1599,0.0729,0.0486
1899345S10069,0.0951,0.0843,0.3228,0.0665,0.0879,0.0537
1900032S20050,0.0769,0.1709,0.11,0.4329,0.1988,0.0552
1900032S20410,0.1078,0.1645,0.1167,0.0873,0.1744,0.1357
1900040S21051,0.1647,0.322,0.1185,0.1952,0.3059,0.5186
1900042S11048,0.1201,0.6616,0.046,0.1688,0.6957,0.3994
1900046S10049,0.1346,0.2184,0.0474,0.1908,0.3243,0.0584
1900052S10049,0.091,0.1795,0.0408,0.1403,0.2304,0.1369
1900061S15124,0.0604,0.7576,0.0559,0.0291,0.837,0.0343
1900162N19088,0.0547,0.1549,0.0515,0.0204,0.1714,0.0942
1900171N15117,0.0804,0.0803,0.0952,0.0278,0.0919,0.0981
1900173N21088,0.7757,0.331,0.0592,0.9164,0.3915,0.053
1900184N16127,0.104,0.138,0.1069,0.0863,0.1743,0.0194
1900194N21088,0.1958,0.323,0.1244,0.2612,0.3728,0.3237
1900210N19088,0.0595,0.2183,0.0965,0.0632,0.2715,0.0431
1900221N20088,0.9851,0.286,0.9854,0.0165,0.2837,0.4377
1900227N20091,0.9455,0.2968,0.1402,0.9114,0.3149,0.3105
1900228N19126,0.1116,0.0665,0.1149,0.1113,0.0908,0.0241
1900231N19121,0.2314,0.1577,0.1239,0.6166,0.1587,0.5056
1900231N19143,0.1303,0.1066,0.0789,0.1619,0.0798,0.4947
1900236N20123,0.0931,0.1442,0.094,0.1148,0.1732,0.0373
1900237N21090,0.9954,0.3466,0.9856,0.9455,0.4163,0.078
1900238N15118,0.0832,0.134,0.1076,0.0207,0.1377,0.2718
1900239N15318,0.2392,0.3623,0.5805,0.255,0.4986,0.0368
1900250N15122,0.1217,0.1174,0.1045,0.1425,0.1419,0.0138
1900250N15332,0.1275,0.0712,0.0562,0.1668,0.1276,0.0342
1900252N10342,0.5443,0.0235,0.9524,0.1085,0.0202,0.0482
1900254N20275,0.1049,0.05,0.0529,0.1469,0.0403,0.1033
1900254N25134,0.0951,0.1119,0.0826,0.0963,0.1383,0.0199
1900258N21088,0.9999,0.9989,1.0,0.928,0.9947,0.9998
1900267N10126,0.1183,0.0734,0.1024,0.1394,0.083,0.0967
1900268N20128,0.1531,0.1963,0.1067,0.1839,0.213,0.3538
1900273N09124,0.0698,0.13,0.1125,0.1141,0.1282,0.2902
1900277N15087,0.5821,0.1607,0.6886,0.5539,0.1827,0.066
1900277N21299,0.9747,0.4045,0.9899,0.0564,0.5184,0.0441
1900279N13126,0.1529,0.3078,0.1121,0.1713,0.4177,0.095
1900283N21269,0.1542,0.7078,0.0904,0.194,0.7727,0.1198
1900286N13125,0.1938,0.0856,0.1202,0.3459,0.0666,0.2459
1900292N17125,0.1362,0.1566,0.1145,0.1498,0.1809,0.0742
1900296N11085,0.2135,0.19,0.1271,0.2821,0.2771,0.0453
1900297N15296,0.115,0.7765,0.0635,0.1539,0.836,0.0998
1900303N12129,0.1413,0.0891,0.1161,0.152,0.1258,0.1217
1900309N11128,0.0999,0.0458,0.0625,0.1359,0.0436,0.1781
1900320N21127,0.996,0.9735,0.996,0.3929,0.981,0.099
1901001S07073,0.5629,0.3263,0.0729,0.8454,0.394,0.0304
1901001S08073,0.1956,0.3847,0.0811,0.7623,0.4616,0.0452
1901001S25046,0.4717,0.2314,0.121,0.7492,0.2442,0.1671
1901001S26047,0.1687,0.1829,0.1232,0.1959,0.2211,0.0917
1901009S09073,0.0941,0.4818,0.0775,0.2354,0.4674,0.5679
1901009S26047,0.1877,0.1672,0.1224,0.2288,0.1804,0.1425
1901010S16056,0.0858,0.0921,0.0994,0.0342,0.0771,0.2676
1901011S16056,0.0786,0.0768,0.0981,0.021,0.087,0.0639
1901021S12113,0.0691,0.2141,0.2451,0.0284,0.2503,0.0891
1901031S12112,0.0642,0.1131,0.2967,0.0256,0.1753,0.0386
1901034N06115,0.1073,0.1221,0.0959,0.1297,0.1354,0.2467
1901069S11061,0.1277,0.1086,0.1191,0.1449,0.0957,0.1688
1901070S10062,0.0824,0.1235,0.1121,0.0131,0.1394,0.0557
