tid,geometric,kinematic,curvature,indentation,speed,acceleration
1962135N07132,0.081,0.2598,0.0402,0.1203,0.2892,0.3313
1962139N11110,0.9388,0.0802,0.9768,0.7237,0.0956,0.0139
1962144N17092,0.1544,0.1451,0.1089,0.1753,0.1688,0.0628
1962145N08133,0.0676,0.0873,0.0586,0.0391,0.0531,0.7195
1962148N17065,0.1177,0.1028,0.1142,0.1313,0.1169,0.0787
1962157N19088,0.1556,0.2314,0.1039,0.2181,0.2845,0.0373
1962175N17256,0.1693,0.456,0.095,0.2151,0.3027,0.9438
1962180N32282,0.9672,0.8172,0.9932,0.3472,0.8506,0.1098
1962182N13264,0.0814,0.1404,0.0836,0.059,0.1596,0.0622
1962187N17129,0.0522,0.6845,0.0447,0.0364,0.7316,0.2539
1962189N09134,0.06,0.1227,0.0273,0.0912,0.1382,0.0592
1962189N20249,0.1935,0.4406,0.1245,0.2599,0.3752,0.7721
1962189N22069,0.9999,0.9999,0.9999,0.1355,0.9997,1.0
1962190N17116,0.0593,0.1488,0.0683,0.0217,0.2051,0.1371
1962192N17087,0.1175,0.1022,0.1192,0.1214,0.0823,0.3667
1962198N15124,0.9914,0.0558,0.9941,0.8774,0.0672,0.0447
1962198N16113,0.996,0.9826,0.9955,0.1838,0.7436,0.9984
1962202N20158,0.0923,0.0325,0.0362,0.1393,0.0466,0.0499
1962206N14140,0.0033,0.8849,0.0148,0.0276,0.9084,0.3358
1962209N13149,0.0943,0.1386,0.095,0.0732,0.124,0.3136
1962211N09153,0.0839,0.3788,0.0448,0.1031,0.4722,0.1145
1962211N19120,0.0594,0.045,0.0501,0.0339,0.0525,0.1269
1962217N10142,0.1035,0.3638,0.0879,0.1101,0.4675,0.0659
1962224N11151,0.0823,0.4758,0.0294,0.4202,0.4338,0.8734
1962226N22128,0.6499,0.7668,0.9692,0.0335,0.8076,0.1726
1962226N25162,0.0973,0.4538,0.0821,0.1839,0.4956,0.3298
1962229N15247,0.1391,0.1863,0.0985,0.1575,0.2006,0.1767
1962232N17149,0.0467,0.2653,0.0288,0.0291,0.2972,0.3052
1962233N19228,0.1363,0.4876,0.1135,0.1631,0.3642,0.9209
1962236N20131,0.0524,0.0173,0.0523,0.022,0.0143,0.0561
1962237N07155,0.7231,0.1089,0.0624,0.8151,0.1809,0.0516
1962239N16342,0.0801,0.4899,0.0307,0.1371,0.5771,0.0796
1962239N26280,0.8614,0.0429,0.9652,0.0194,0.082,0.0274
1962241N14150,0.0627,0.6535,0.0269,0.0729,0.5106,0.9542
1962241N18220,0.163,0.1565,0.1159,0.1883,0.2138,0.0748
1962245N20252,0.112,0.2043,0.0846,0.1484,0.1732,0.4439
1962248N08143,0.2164,0.7784,0.1209,0.2936,0.7907,0.4756
1962251N17086,0.0768,0.1732,0.0794,0.3903,0.2415,0.0517
1962254N11123,0.1286,0.0135,0.1029,0.4914,0.018,0.081
1962254N22166,0.1425,0.6189,0.064,0.1658,0.7121,0.0378
1962255N16314,0.2067,0.026,0.6728,0.0393,0.0229,0.1787
1962259N17086,0.0466,0.0486,0.0348,0.0265,0.0595,0.0224
1962261N15121,0.1052,0.0384,0.0993,0.1265,0.0421,0.0692
1962262N19092,0.0828,0.2655,0.0846,0.0579,0.2343,0.4867
1962263N17253,0.1189,0.0869,0.1042,0.1432,0.0504,0.3289
1962263N32154,0.039,0.9948,0.0317,0.0186,0.9956,0.194
1962266N12133,0.1224,0.6509,0.0926,0.15,0.7271,0.1764
1962268N12144,0.0432,0.0973,0.0389,0.0238,0.1502,0.0254
1962269N17251,0.1079,0.2206,0.0999,0.1306,0.2377,0.1723
1962272N10161,0.0604,0.5714,0.0112,0.3303,0.654,0.0929
1962272N15311,0.043,0.1598,0.0136,0.0417,0.244,0.0411
1962274N14256,0.0857,0.0175,0.0331,0.1394,0.0325,0.073
1962274N16158,0.0408,0.5665,0.0646,0.0082,0.5843,0.5989
1962279S08087,0.0839,0.0649,0.103,0.0375,0.0729,0.0414
1962287N23287,0.0847,0.9007,0.2249,0.0282,0.9214,0.0146
1962292N11119,0.8413,0.0612,0.2269,0.7602,0.0619,0.0878
1962292N11139,0.7118,0.9175,0.9703,0.3843,0.935,0.1317
1962294N21153,0.2246,0.3177,0.122,0.3197,0.4243,0.0838
1962295N08085,0.6997,0.1826,0.0867,0.8844,0.2139,0.0618
1962299N10094,0.1026,0.038,0.0514,0.142,0.0844,0.0235
1962300N12140,0.0866,0.0802,0.0902,0.0444,0.095,0.0796
1962308N08138,0.8527,0.1257,0.9574,0.3069,0.1308,0.1765
1962311N06154,0.0787,0.9599,0.4724,0.0584,0.9704,0.088
1962314S20166,0.1144,0.2338,0.0708,0.1492,0.3239,0.0937
1962327N05144,0.1595,0.1923,0.1161,0.1848,0.2744,0.1302
1962329N07104,0.1554,0.9519,0.1017,0.1879,0.89,0.9778
1962331N33287,0.9999,0.0373,1.0,0.0291,0.0398,0.0301
1962335N10113,0.9998,0.3321,0.994,0.9963,0.3949,0.0834
1962336S13066,0.0615,0.093,0.0464,0.036,0.1247,0.1343
1962340N07141,0.0654,0.9846,0.0677,0.0334,0.9852,0.8165
1962343N10090,0.0718,0.299,0.0437,0.2734,0.3122,0.2813
1962350S04089,0.0724,0.1522,0.041,0.1121,0.172,0.1807
1962355S17185,0.0713,0.7779,0.0298,0.1128,0.8186,0.2245
1962358S17151,0.0726,0.1869,0.0854,0.0285,0.2024,0.2157
1962363S17150,0.4096,0.4411,0.0377,0.7361,0.1671,0.9265
1962364S23155,0.9989,0.9224,0.9998,0.7675,0.5613,0.9959
1963001S10080,0.3869,0.2009,0.7322,0.3526,0.2917,0.0369
1963007S12117,0.0286,0.7914,0.014,0.0204,0.3854,0.9874
1963009S10083,0.791,0.0344,0.0365,0.8815,0.0332,0.1406
1963013S13149,0.1105,0.3332,0.0426,0.5668,0.234,0.7611
1963014S17161,0.0808,0.3211,0.0368,0.1333,0.4259,0.0667
1963018S17165,0.149,0.5444,0.1034,0.176,0.5794,0.5103
1963019S13124,0.9341,1.0,0.9201,0.8921,0.9033,1.0
1963021S11101,0.6801,0.7825,0.0301,0.8951,0.1808,0.9828
1963021S15155,0.9287,0.925,0.8295,0.8852,0.1134,0.9973
1963023S15155,0.9211,0.0699,0.3159,0.8984,0.0962,0.0996
1963026S19149,0.1443,0.1344,0.1049,0.1897,0.1484,0.1094
1963028S19149,0.1422,0.1791,0.1219,0.154,0.2235,0.1026
1963029S09089,0.0202,0.146,0.0344,0.0349,0.1408,0.342
1963030S17165,0.0883,0.0631,0.0386,0.1383,0.0627,0.0491
1963034S19123,0.8973,0.287,0.979,0.431,0.1528,0.902
1963035S17151,0.2833,0.3626,0.091,0.6781,0.4109,0.3068
1963041S13062,0.0578,0.1265,0.0683,0.1167,0.1336,0.1022
1963043S12070,0.7158,0.0718,0.1338,0.7142,0.0923,0.0093
1963043S18123,0.0475,0.5701,0.0439,0.0185,0.0429,0.9822
1963047S13128,0.1059,0.6152,0.0711,0.1371,0.4578,0.8871
1963047S15159,0.0294,0.7656,0.0441,0.0323,0.8251,0.0719
1963058S23041,0.0899,0.3195,0.1136,0.0284,0.428,0.0751
1963060S14159,0.1032,0.3975,0.0581,0.143,0.5055,0.0615
1963062S13064,0.1689,0.7117,0.1127,0.2036,0.7751,0.0947
1963064S12070,0.9225,0.0704,0.087,0.9035,0.0848,0.0373
1963067S21199,0.1467,0.0515,0.7211,0.0709,0.099,0.0412
1963074S10101,0.6806,0.9683,0.6397,0.7019,0.6965,0.9982
1963074S25154,0.8242,0.9017,0.8652,0.6797,0.09,0.9987
1963081S15154,0.0567,0.3944,0.0494,0.0276,0.1414,0.9496
1963084N04149,0.9957,0.4252,0.9952,0.2405,0.3966,0.6263
1963084S12139,0.1285,0.3309,0.0922,0.1613,0.4371,0.0865
1963085S10138,0.0669,0.0908,0.0614,0.0589,0.0232,0.6705
1963089N08145,0.1221,0.0175,0.5352,0.1327,0.0162,0.035
1963090S19152,0.0977,0.0704,0.0786,0.1298,0.0944,0.1206
1963100S11137,0.9919,0.9976,0.979,0.9639,0.3743,1.0
1963104S19168,0.1836,0.9913,0.1141,0.2391,0.9911,0.3075
1963110S12153,0.0337,0.1099,0.0228,0.0129,0.0949,0.3283
1963116N08146,0.0114,0.2676,0.032,0.0472,0.3003,0.3192
1963123S13163,0.035,0.1597,0.0394,0.2827,0.076,0.7624
1963126S26153,0.0911,0.6685,0.0994,0.0817,0.1041,0.9853
1963127S25154,0.1636,0.9705,0.1199,0.1861,0.4265,0.9981
1963128S24158,0.1005,0.1326,0.0204,0.3729,0.0942,0.5086
1963130S20166,0.0862,0.1272,0.0643,0.1134,0.1524,0.0576
1963138N08068,0.0501,0.4997,0.0722,0.4304,0.4114,0.8918
1963144N09090,0.1103,0.1117,0.1135,0.1084,0.114,0.1585
1963147N12135,0.056,0.9234,0.0743,0.0262,0.8651,0.9689
1963153N26282,0.1041,0.2474,0.0667,0.1381,0.2772,0.2936
1963157N20088,0.2462,0.128,0.9075,0.1396,0.1419,0.106
1963158N20116,0.0716,0.7291,0.0609,0.0541,0.7828,0.1016
1963163N13135,0.0535,0.3657,0.0302,0.518,0.48,0.0379
1963167N09156,0.5638,0.0269,0.8652,0.1636,0.0339,0.0771
1963173S15154,0.9105,0.2543,0.9783,0.2181,0.0656,0.9227
1963174N14096,0.0831,0.2445,0.1023,0.0304,0.324,0.1113
1963175S21162,0.1195,0.7302,0.1073,0.1379,0.6451,0.9749
1963180N15260,0.1242,0.1553,0.0753,0.1569,0.1636,0.1306
1963182N11144,0.0617,0.2072,0.034,0.0548,0.3201,0.0803
1963185N22089,0.0785,0.1146,0.098,0.0204,0.1312,0.046
1963190N15149,0.061,0.0847,0.4453,0.0362,0.1488,0.0539
1963191N15131,0.0639,0.0839,0.0197,0.1028,0.095,0.0623
1963196N10146,0.6698,0.0756,0.1,0.8504,0.0798,0.1069
1963196N18250,0.1811,0.3787,0.1146,0.2225,0.4528,0.176
1963200N31116,0.996,0.5462,0.9955,0.1536,0.5335,0.629
1963201N14244,0.4415,0.9802,0.1248,0.9881,0.5833,0.9998
1963207N13151,0.6048,0.1078,0.8868,0.1076,0.079,0.6136
1963208N11118,0.0239,0.0798,0.0518,0.1471,0.0719,0.1545
1963213N11321,0.1459,0.7111,0.5326,0.1474,0.7769,0.0336
1963214N13213,0.1542,0.5926,0.0401,0.2126,0.6777,0.0441
1963219N09146,0.1634,0.1131,0.0827,0.7507,0.1499,0.0509
1963221N20089,0.0788,0.0866,0.0864,0.0454,0.1046,0.0333
1963232N11313,0.8858,0.4248,0.9628,0.5253,0.5381,0.037
1963232N14118,0.0808,0.0154,0.0712,0.0605,0.0167,0.0553
1963235N17164,0.0443,0.2884,0.0309,0.0268,0.412,0.0231
1963236N22137,0.0497,0.2188,0.0347,0.035,0.3315,0.0236
1963237N16119,0.9389,0.0567,0.9863,0.1091,0.0639,0.0272
1963238N12148,0.9957,0.5787,0.9952,0.2774,0.6812,0.0713
1963240N09157,0.8394,0.0489,0.0972,0.8804,0.0227,0.3848
1963244N13111,0.6005,0.0247,0.9257,0.0801,0.0306,0.0099
1963247N18145,0.8944,0.2713,0.9631,0.6875,0.1145,0.9648
1963251N13151,0.0868,0.9623,0.0479,0.1215,0.9715,0.3436
1963251N16097,0.0607,0.0833,0.0623,0.0222,0.1009,0.042
1963252N13264,0.1979,0.0106,0.7251,0.034,0.0247,0.0414
1963253N26293,0.1865,0.6017,0.0866,0.2585,0.6964,0.0468
1963255N19235,0.0448,0.3839,0.0706,0.311,0.4962,0.0745
1963260N10153,0.0497,0.2337,0.0723,0.0168,0.3444,0.0665
1963260N27266,0.0358,0.181,0.0611,0.0264,0.1816,0.2143
1963262N14322,0.1073,0.0862,0.0611,0.1504,0.1476,0.0687
1963264N17120,0.0875,0.1981,0.0418,0.1363,0.3065,0.0332
1963267N11309,0.9367,0.9017,0.0534,0.9212,0.0613,0.9932
1963268N17257,0.0421,0.1453,0.0411,0.0222,0.1679,0.0482
1963270N08154,0.072,0.0693,0.0366,0.0935,0.0745,0.2313
1963272N09314,0.9745,0.7472,0.9736,0.9166,0.7941,0.0748
1963274N15115,0.9695,0.0516,0.9884,0.6813,0.0886,0.0195
1963276N10140,0.032,0.8864,0.0404,0.0085,0.9137,0.1738
1963277N15096,0.7533,0.0506,0.048,0.7747,0.0387,0.1907
1963279N07165,0.6729,0.3649,0.9581,0.027,0.506,0.0158
1963282N07108,0.1249,0.0814,0.1157,0.1383,0.0655,0.1777
1963286N16071,0.0698,0.202,0.0866,0.0174,0.239,0.0375
1963287N19164,0.0654,0.2685,0.0252,0.0882,0.3738,0.0543
1963291N09092,0.1522,0.0409,0.6346,0.0415,0.0462,0.0725
1963291N12156,0.1349,0.0522,0.0978,0.1549,0.0534,0.1171
1963291N15249,0.1064,0.975,0.0667,0.1421,0.8405,0.9976
1963291N26288,0.8671,0.192,0.9714,0.1353,0.1889,0.4831
1963296N15164,0.0475,0.6974,0.046,0.0961,0.6817,0.879
1963297N10092,0.1175,0.1235,0.0832,0.5166,0.1266,0.1046
1963298N15302,0.0475,0.0825,0.0453,0.0253,0.0809,0.1164
1963308N09103,0.113,0.1725,0.1024,0.1526,0.1917,0.0802
1963318S10170,0.1817,0.114,0.838,0.0223,0.1264,0.054
1963329N19065,0.9922,0.0639,0.9868,0.2926,0.0268,0.483
1963334N05090,0.0445,0.183,0.0352,0.0449,0.2216,0.0215
1963334N09073,0.0757,0.1354,0.0794,0.035,0.1522,0.047
1963336S05073,0.0641,0.1916,0.0664,0.0698,0.224,0.0278
1963340S05073,0.057,0.0121,0.0517,0.0244,0.0251,0.0246
1963343N10130,0.9609,0.0621,0.9855,0.7124,0.0535,0.2061
1963347S24070,0.2091,0.9795,0.1259,0.2829,0.982,0.2321
1963349N12131,0.0682,0.2869,0.0438,0.0807,0.4202,0.029
1963350S12163,0.1325,0.1422,0.0874,0.1595,0.1728,0.0531
1963351S11172,0.2246,0.9057,0.1147,0.3904,0.9138,0.1761
1963352N02174,0.224,0.3919,0.7649,0.0622,0.2717,0.9123
1963357S08057,0.1551,0.1452,0.1098,0.1797,0.23,0.0467
1964004S14125,0.7885,0.9861,0.4619,0.8718,0.9642,0.9687
1964004S15203,0.1469,0.0546,0.0964,0.1762,0.0579,0.0434
1964006S13137,0.9161,0.9668,0.9756,0.3682,0.9616,0.912
1964009S18035,0.1175,0.0442,0.0794,0.1462,0.0571,0.0202
1964015S13064,0.0613,0.5444,0.0524,0.032,0.6443,0.1309
1964020S13192,0.9524,0.0695,0.9861,0.4898,0.0707,0.0678
1964024S16189,0.1122,0.8198,0.0779,0.1423,0.8435,0.4174
1964027S14151,0.047,0.096,0.0569,0.4106,0.0915,0.2732
1964028S09131,0.815,0.9979,0.8204,0.7834,0.4495,0.9997
1964029S13066,0.0389,0.1183,0.0211,0.0444,0.1199,0.1043
1964044S13172,0.9927,0.0883,0.9993,0.7284,0.1063,0.0139
1964049S12174,0.0532,0.0922,0.0503,0.0205,0.1758,0.0168
1964051S11057,0.0814,0.1174,0.0697,0.0728,0.1373,0.0406
1964054S09073,0.0645,0.0458,0.0724,0.0243,0.0673,0.0686
1964056S05100,0.0923,0.984,0.0324,0.1433,0.6665,0.9916
1964058S13152,0.9995,0.0355,1.0,0.8991,0.042,0.0173
1964064S13064,0.0904,0.0433,0.2414,0.0774,0.0191,0.5417
1964067S10137,0.7427,0.9916,0.0112,0.915,0.1064,1.0
1964067S14106,0.3555,0.9793,0.0087,0.8291,0.2449,0.9934
1964073S17154,0.956,0.466,0.8856,0.8631,0.3576,0.7975
1964074S15149,0.7465,0.0771,0.8403,0.6805,0.0581,0.419
1964084S13129,0.0342,0.9901,0.0249,0.0132,0.1036,0.9995
1964085S13129,0.061,0.9963,0.0269,0.4076,0.0964,0.9991
1964089S12178,0.0449,0.0265,0.1118,0.0444,0.0199,0.1456
1964090S14072,0.7589,0.9996,0.4205,0.7459,0.9983,0.9995
1964093S13082,0.0441,0.0733,0.039,0.0175,0.0959,0.0406
1964109S20161,0.1495,0.672,0.075,0.2015,0.7444,0.0565
1964112S22183,0.9957,0.9901,0.9952,0.3866,0.9914,0.2833
1964120S13061,0.9918,0.1701,0.9963,0.7047,0.2005,0.0652
1964124S11089,0.1054,0.541,0.6432,0.0148,0.6415,0.2549
1964127N12086,0.1012,0.0391,0.0752,0.1327,0.0572,0.0997
1964133N10134,0.996,0.2333,0.9995,0.6925,0.3037,0.1142
1964138N13144,0.4026,0.2563,0.0745,0.9784,0.2881,0.1017
1964143N13112,0.0915,0.1588,0.0129,0.3935,0.1896,0.029
1964156N19274,0.0637,0.0504,0.0498,0.0533,0.1089,0.0321
1964161N17071,0.0565,0.1263,0.0468,0.0416,0.1456,0.0322
1964177N09142,0.1042,0.0957,0.0984,0.1022,0.1596,0.0293
1964178N12149,0.1094,0.1667,0.0856,0.1372,0.1884,0.2761
1964184N22133,0.0842,0.0331,0.0474,0.1281,0.0364,0.1247
1964185N21090,0.0843,0.212,0.1048,0.0314,0.3022,0.0411
1964187N07150,0.1316,0.1258,0.0929,0.6936,0.1656,0.1679
1964188N17255,0.199,0.5593,0.1217,0.2617,0.6467,0.096
1964193N10145,0.0705,0.2079,0.0379,0.0935,0.3167,0.0269
1964196N17144,0.0725,0.2496,0.0402,0.1021,0.3632,0.046
1964197N15248,0.1686,0.1807,0.1005,0.2113,0.2338,0.1352
1964202N12248,0.1243,0.1509,0.0926,0.1471,0.1752,0.1789
1964204N14137,0.2115,0.8481,0.1263,0.2907,0.8748,0.3612
1964205N34279,0.115,0.0453,0.0805,0.1531,0.0878,0.0266
1964206N18128,0.0567,0.0921,0.0485,0.0313,0.0902,0.3146
1964208N17142,0.9871,0.2306,0.9985,0.2171,0.1361,0.9299
1964209N17150,0.0977,0.2895,0.451,0.088,0.3484,0.1723
1964210N19314,0.1351,0.546,0.0218,0.189,0.6411,0.0458
1964215N07150,0.0758,0.0531,0.0831,0.04,0.086,0.0553
1964218N19088,0.9892,0.3379,0.9862,0.2478,0.3849,0.0952
1964219N27272,0.1228,0.2162,0.1059,0.1481,0.1767,0.5967
1964220N19071,0.988,0.4088,0.9863,0.0467,0.4393,0.2613
1964221N33293,0.1105,0.1183,0.0646,0.1513,0.0996,0.4576
1964222N10144,0.98,0.9765,0.9885,0.7993,0.8667,0.9928
1964222N20090,0.0764,0.0877,0.0948,0.0213,0.1352,0.0301
1964224N25161,0.9771,0.2077,0.9953,0.4064,0.2464,0.1917
1964225N16139,0.0307,0.1177,0.0484,0.0233,0.1781,0.0345
1964225N18128,0.9861,0.0291,0.9983,0.2713,0.0333,0.0167
1964228N21088,0.088,0.1421,0.1133,0.0251,0.1417,0.1667
1964230N25156,0.9959,0.6035,0.9601,0.9786,0.5513,0.893
1964234N13316,0.9969,0.2335,0.6626,0.9979,0.3079,0.1068
1964234N20107,0.994,0.2981,0.9787,0.9681,0.336,0.1163
1964234N20244,0.1641,0.1388,0.1216,0.1864,0.118,0.2844
1964236N22088,0.1208,0.1597,0.1125,0.1406,0.1646,0.1499
1964237N22253,0.9957,0.8342,0.9952,0.3626,0.8609,0.2927
1964238N16172,0.1742,0.239,0.1255,0.2106,0.3021,0.0858
1964240N15111,0.091,0.9054,0.1014,0.0507,0.9195,0.3088
1964242N14343,0.5943,0.5016,0.6885,0.5953,0.5886,0.0786
1964245N20132,0.1333,0.4847,0.0844,0.1661,0.5717,0.2265
1964246N16144,0.996,0.2868,0.9955,0.1396,0.2803,0.3659
1964247N09159,0.9578,0.4865,0.118,0.9505,0.5501,0.1977
1964248N18324,0.1243,0.7147,0.621,0.0603,0.7776,0.0345
1964249N15342,0.1128,0.1021,0.0573,0.1591,0.1328,0.1384
1964251N20251,0.1389,0.2116,0.0957,0.1615,0.2526,0.1014
1964252N11117,0.0654,0.931,0.0554,0.0392,0.932,0.7468
1964256N17141,0.8427,0.0565,0.2137,0.7884,0.0743,0.0765
1964257N13118,0.0712,0.049,0.0813,0.0237,0.0617,0.0381
1964257N15316,0.0546,0.1059,0.0395,0.0312,0.186,0.0365
1964259N13131,0.1058,0.5456,0.1063,0.0946,0.6347,0.1034
1964261N12149,0.0981,0.9205,0.0344,0.1467,0.9509,0.0494
1964263N19135,0.0948,0.1388,0.0585,0.1373,0.1495,0.0666
1964267N17120,0.029,0.0727,0.0385,0.0105,0.0862,0.0247
1964267N21089,0.1811,0.1145,0.1003,0.2399,0.1319,0.2369
1964269N12142,0.0785,0.8807,0.0797,0.0676,0.5655,0.9869
1964271N17086,0.196,0.2297,0.1245,0.278,0.2354,0.2656
1964273N21280,0.401,0.0147,0.7693,0.045,0.0196,0.0125
1964276N07142,0.1109,0.3148,0.0978,0.1255,0.4256,0.0701
1964278N07156,0.1701,0.6968,0.602,0.165,0.2447,0.9905
1964278N21091,0.1295,0.3151,0.0489,0.6068,0.3045,0.4231
1964282N09168,0.1174,0.1771,0.1004,0.1387,0.2322,0.0369
1964283N15277,0.8253,0.1388,0.9791,0.3505,0.1993,0.0541
1964286N10112,0.0621,0.6973,0.035,0.0639,0.7786,0.0162
1964287N13165,0.0335,0.0501,0.0138,0.0255,0.0986,0.0415
1964291N11143,0.0842,0.4488,0.0735,0.5977,0.462,0.5901
1964291N16091,0.0259,0.0802,0.0541,0.0416,0.1026,0.0138
1964295N07158,0.0614,0.8004,0.0467,0.0368,0.8293,0.3165
1964295N08148,0.1802,0.8181,0.1185,0.2239,0.6941,0.9422
1964305N12128,0.0372,0.0217,0.0642,0.0322,0.0405,0.0488
1964307N09072,0.0661,0.2006,0.0781,0.0189,0.213,0.13
1964307S09105,0.6898,0.9255,0.0634,0.8709,0.8492,0.9716
1964308N08096,0.0707,0.0764,0.0802,0.0218,0.0517,0.2297
1964309N11132,0.5815,0.3278,0.1071,0.6891,0.2571,0.9174
1964310N12280,0.0666,0.1566,0.0772,0.0247,0.1757,0.0691
1964316N13117,0.9896,0.1225,0.9944,0.8784,0.1084,0.4507
1964319N08141,0.9966,0.4053,0.9989,0.8773,0.2427,0.9719
1964321N14086,0.9781,0.4677,0.987,0.7687,0.2275,0.971
1964323S19164,0.9958,0.8955,0.9952,0.5468,0.8801,0.9634
1964325S13176,0.6933,0.0082,0.9504,0.4185,0.0106,0.0544
1964332N12120,0.9481,0.1169,0.986,0.7583,0.1042,0.3505
1964336S10135,0.8924,0.9982,0.7851,0.9029,0.2028,0.9999
1964339S12059,0.1015,0.098,0.089,0.1279,0.1153,0.0507
1964340S12177,0.0933,0.0808,0.1017,0.0655,0.0852,0.2512
1964342S13068,0.9902,0.0757,0.9686,0.9822,0.0801,0.0994
1964344N06153,0.9499,0.5687,0.904,0.8721,0.6136,0.2785
1964346N04176,0.2187,0.6865,0.112,0.3126,0.7526,0.0919
1964352N05093,0.9903,0.7831,0.9861,0.1971,0.7055,0.9052
1964353S23035,0.0538,0.4295,0.0797,0.0161,0.5257,0.1118
1964355S13176,0.1371,0.7689,0.0803,0.1689,0.81,0.2193
1964357S09092,0.8015,0.2437,0.5817,0.7937,0.3564,0.0438
1964359S23040,0.1143,0.1157,0.11,0.1315,0.1338,0.0981
1964365N11131,0.0469,0.5447,0.0508,0.0231,0.5863,0.2695
1965004S13110,0.1604,0.1847,0.1221,0.2332,0.0573,0.9196
1965005S11069,0.0837,0.2068,0.042,0.1328,0.2859,0.1118
1965006S18041,0.1173,0.1525,0.1054,0.135,0.1785,0.0542
1965007S20039,0.1748,0.8056,0.1155,0.2334,0.7052,0.9714
1965012S11138,0.1372,0.9971,0.0513,0.5812,0.9919,0.9978
1965014S15169,0.1288,0.0927,0.0915,0.1528,0.1503,0.0591
1965015N10131,0.1255,0.2881,0.0946,0.1458,0.2693,0.636
1965015S17043,1.0,0.2525,0.9569,0.9994,0.2001,0.6852
1965017N12126,0.9931,0.1024,0.9983,0.9027,0.1307,0.0783
1965018S17054,0.862,0.0927,0.9607,0.3851,0.1007,0.0392
1965021N07151,0.1287,0.9848,0.16,0.2491,0.9869,0.8843
1965024N15137,0.0973,0.1028,0.494,0.0684,0.1128,0.0612
1965024S14200,0.1889,0.5125,0.1189,0.2373,0.579,0.1881
1965026S12133,0.0386,0.9842,0.2506,0.0118,0.0333,0.999
1965037S14060,0.1621,0.0307,0.105,0.1975,0.0459,0.0348
1965041S10076,0.044,0.083,0.0628,0.0335,0.0763,0.1118
1965046N07114,0.1166,0.4079,0.0987,0.1406,0.3731,0.8301
1965046N09140,0.5335,0.1195,0.283,0.6572,0.1306,0.1142
1965046S07091,0.0663,0.1657,0.0486,0.0969,0.1939,0.0402
1965049S13086,0.1451,0.185,0.1015,0.1639,0.1771,0.3016
1965049S14159,0.7831,0.1678,0.9333,0.2412,0.1589,0.2484
1965051S19041,0.078,0.104,0.0678,0.4432,0.126,0.0489
1965053S12137,0.9994,0.9986,0.9977,0.9891,0.893,1.0
1965054S04051,0.1974,0.4817,0.1237,0.2571,0.5322,0.3125
1965055S13085,0.984,0.0469,0.9973,0.4006,0.054,0.0653
1965055S19161,0.0797,0.297,0.0669,0.0573,0.3145,0.2576
1965056S15110,0.1134,0.198,0.3618,0.1278,0.0822,0.8797
1965057S19166,0.0728,0.0968,0.0876,0.0202,0.0944,0.1236
1965063S18126,0.5784,0.1038,0.8055,0.4098,0.0362,0.6757
1965065N10128,0.0858,0.0824,0.0974,0.0504,0.0969,0.0526
1965079S11119,0.0512,0.7977,0.0371,0.0269,0.6417,0.9829
1965083S09130,0.0387,0.9998,0.064,0.361,0.2549,1.0
1965088S14166,0.0892,0.0563,0.0672,0.1137,0.0563,0.0417
1965091S22174,0.2184,0.5712,0.1253,0.2894,0.6671,0.1588
1965101N06158,0.1047,0.3263,0.0768,0.1388,0.3957,0.1902
1965117S08062,0.1164,0.1245,0.065,0.2021,0.1653,0.029
1965129N14085,0.133,0.0689,0.1178,0.1491,0.0605,0.2557
1965140N09134,0.0429,0.9851,0.0432,0.0704,0.9881,0.6517
1965146N15089,0.5541,0.36,0.0712,0.8176,0.4403,0.0543
1965149N18113,0.9782,0.9739,0.9905,0.7196,0.9699,0.9233
1965150N18109,0.8435,0.9459,0.5745,0.8083,0.7893,0.9874
1965155N12253,0.1312,0.0877,0.0954,0.1657,0.0613,0.4453
1965161N09151,0.087,0.2868,0.3401,0.0589,0.4053,0.0321
1965161N16111,0.2314,0.0793,0.3185,0.3979,0.0717,0.1632
1965165N23269,0.1727,0.8834,0.0953,0.2254,0.9034,0.4487
1965168N15262,0.0885,0.1161,0.0861,0.0618,0.1333,0.0477
1965169N08142,0.0624,0.6834,0.0398,0.0572,0.7494,0.106
1965180N15250,0.1578,0.1362,0.1057,0.191,0.1338,0.2033
1965182N12121,0.0988,0.3245,0.0823,0.1217,0.4423,0.043
1965182N12264,0.0849,0.0448,0.0953,0.0547,0.0654,0.0786
1965183N09137,0.0945,0.0768,0.0673,0.133,0.0878,0.0314
1965187N08144,0.0688,0.373,0.0852,0.026,0.3148,0.8445
1965187N14130,0.0914,0.0475,0.0613,0.1245,0.0459,0.1056
1965191N15114,0.0461,0.1707,0.0182,0.0605,0.2005,0.0526
1965194N06156,0.0611,0.9922,0.0531,0.0362,0.9462,0.9977
1965194N19087,0.0763,0.4757,0.0831,0.0309,0.4709,0.623
1965199N26180,0.06,0.0071,0.0356,0.0509,0.0083,0.0819
1965200N10152,0.7453,0.4295,0.9563,0.4329,0.5201,0.1115
1965205N07163,0.0607,0.347,0.3737,0.0382,0.1125,0.9666
1965207N21090,0.0784,0.3119,0.0753,0.0825,0.329,0.2726
1965208N14133,0.979,0.1424,0.9963,0.1734,0.0323,0.9271
1965212N26077,0.9957,0.3662,0.9952,0.4968,0.3448,0.675
1965214N24139,0.094,0.0617,0.0676,0.1312,0.0529,0.0901
