"distance_geometry_1_1","distance_geometry_2_1","distance_geometry_2_2","distance_geometry_3_1","distance_geometry_3_2","distance_geometry_3_3","distance_geometry_4_1","distance_geometry_4_2","distance_geometry_4_3","distance_geometry_4_4","distance_geometry_5_1","distance_geometry_5_2","distance_geometry_5_3","distance_geometry_5_4","distance_geometry_5_5","angles_0s","angles_mean","angles_meanse","angles_quant_min","angles_quant_05","angles_quant_10","angles_quant_25","angles_quant_median","angles_quant_75","angles_quant_90","angles_quant_95","angles_quant_max","angles_range","angles_sd","angles_vcoef","angles_mad","angles_iqr","angles_skew","angles_kurt","speed_0s","speed_mean","speed_meanse","speed_quant_min","speed_quant_05","speed_quant_10","speed_quant_25","speed_quant_median","speed_quant_75","speed_quant_90","speed_quant_95","speed_quant_max","speed_range","speed_sd","speed_vcoef","speed_mad","speed_iqr","speed_skew","speed_kurt","acceleration_0s","acceleration_mean","acceleration_meanse","acceleration_quant_min","acceleration_quant_05","acceleration_quant_10","acceleration_quant_25","acceleration_quant_median","acceleration_quant_75","acceleration_quant_90","acceleration_quant_95","acceleration_quant_max","acceleration_range","acceleration_sd","acceleration_vcoef","acceleration_mad","acceleration_iqr","acceleration_skew","acceleration_kurt","label","ID"
0.00183895757353888,0.0023578305109339,0.00160783475692942,0.013332221177865,0.0401450878714932,0.0344253113393289,0.00596051630657918,0.00213771467481587,0.00331028934067255,0.00166613779590819,0.00239359422391827,0.0261496078844758,0.0410527788879865,0.00933539438393715,0.0187655981445054,"0","-0.10660661684028","0.0722423944884932","-3.14143847293952","-3.08830769285976","-3.02593647391328","-2.71227194845304","-0.156949291906734","2.4884220109066","3.02906220960107","3.09043467778032","3.14101206898715","6.28245054192667","2.33534085771124","-21.9061529849512","3.84234562563679","5.20069395935964","0.0828540844201147","-1.51978638172011","0","0.0917344773969762","0.00699454109576656","1.25030851307166e-05","0.000541480318163778","0.0012840907027591","0.00555942028714997","0.0252079652189702","0.0818690223137982","0.20362361396277","0.361009595741439","2.5701213894908","2.57010888640567","0.22610875120544","2.46481756501393","0.03446728849462","0.0763096020266482","6.06864741713599","46.0812416617777","0","0.000423007082558567","4.34433987094713e-05","8.21747559696422e-09","4.21143805151038e-07","1.12174587631023e-06","1.24709757166706e-05","7.33892630193704e-05","0.000284276747224434","0.000807205545921739","0.0016699948446332","0.0234741563743942","0.0234741481569186","0.00140437127980618","3.31997107781698","0.00010646571874077","0.000271805771507763","8.7939808339561","104.104181207159","F","116"
0.00398964612388275,0.000791442902727429,0.00718795613402779,0.000500835129695105,0.00680088379673891,0.018783832434427,0.000535438123682989,0.0017840443050081,0.0023160656686363,0.0166783308004681,0.00123344238663513,0.0173729684114474,0.0129435724014309,0.00706599621241232,0.0166754438001262,"0","-0.0449760504927353","0.0370343615231012","-3.14132467342975","-3.08521685198649","-3.01241312227771","-2.48553635288597","-0.0452594738460168","2.37048724546751","2.98164641443358","3.07253851248579","3.14141593122328","6.28274060465303","2.25362534274625","-50.1072308052097","3.6000277897297","4.85602359835348","0.0189959892576918","-1.47671554417258","0","0.105276890118127","0.0039662673544902","6.68748879514985e-06","0.00152326240904836","0.00286152386970274","0.00852530622793773","0.0316760087635101","0.0969409866151818","0.253048784599345","0.443253175065737","3.55306884974313","3.55306216225433","0.241356412223028","2.29258683413057","0.0411878142247291","0.0884156803872441","6.3404166483272","56.8448373887846","0","0.000494687555516034","2.96577784580379e-05","1.14712224588518e-09","8.48241005384185e-07","2.06474112094542e-06","1.69026292494159e-05","8.94029513605665e-05","0.000326936386753828","0.0010578179794836","0.00208387692215294","0.0462907559411157","0.0462907547939935","0.00180474344348819","3.64824912889828","0.000127158611090803","0.000310033757504412","12.642475404188","225.930019944482","M","118"
0.00176662212297578,0.00188529797129961,0.00173353897171735,0.0022395578299198,0.00315067631443191,0.00435260949294974,0.00145581497867744,0.00517943295744614,0.00269715989131601,0.00341664767900719,0.00257935156582741,0.00291968878276612,0.00261612725508596,0.0069838480795354,0.00481146256192377,"0","-0.0152044294892455","0.0387654489663599","-3.14112036647584","-3.0846306438816","-3.00229550961224","-2.48836476559739","0.00396424345933122","2.46646113007198","3.00701707704127","3.08512735155444","3.14139503406931","6.28251540054515","2.27860394012688","-149.864481382783","3.67875681099725","4.95482589566937","0.0115371169497003","-1.4966657237357","0","0.191190626687059","0.00593335726478725","4.72995718793894e-05","0.00160753589090458","0.00341787758047341","0.0175413791498498","0.0702920495096935","0.207720388350017","0.501359418791209","0.788333734063149","4.3452457770206","4.34519847744872","0.348758278369404","1.82413899892829","0.0940761685043871","0.190179009200167","4.74691472325232","33.7816465920037","0","0.000805293938441845","4.57158051757936e-05","2.62984811750145e-08","1.42282556065741e-06","4.55005108469313e-06","3.85229048053768e-05","0.00020124450422977","0.000642486596784243","0.00185488513194256","0.00314401766234918","0.0739438624908908","0.0739438361924096","0.00268714065171879","3.33684450291295","0.000281125663151586","0.000603963691978866","15.5214803602883","348.560168046023","F","125"
0.000939022913470588,0.0055559450133049,0.0073968055571634,0.0010154861336317,0.00529933726786475,0.0028868938120794,0.0180151174580016,0.0284761842901642,0.0186835649924066,0.00468095606966261,0.00176600896668023,0.0145043349339497,0.00877437730045403,0.0282820025451976,0.0169366035890398,"0","-0.00931706173563495","0.0552440922880398","-3.14158025405701","-3.08486542290764","-3.01447156394455","-2.47473701049333","0.0337797426506166","2.41385231463848","3.00622446592113","3.07743433208086","3.14157216864615","6.28315242270316","2.2569088027489","-242.233964611065","3.64296714661908","4.8885893251318","-0.00680716609334829","-1.46377081749767","0","0.111836069208954","0.00597029254510692","7.24435561558876e-05","0.000943138209582835","0.00214940374120427","0.00879307100439832","0.0346215978799429","0.115220165572359","0.261314230663097","0.456343260703299","3.14826531394113","3.14819287038497","0.243906728158064","2.18093080240821","0.0469140966415597","0.106427094567961","6.22715867915105","55.3903164020709","0","0.000481085037536989","3.80178080619629e-05","2.39573667473821e-08","6.94934580657975e-07","2.06055596133986e-06","1.90426538007811e-05","0.000104004251358568","0.000356878392837348","0.000993344209145093","0.00213096315266218","0.0351829899976631","0.0351829660402963","0.00155315658421703","3.22844500042804","0.000147658583681411","0.000337835739036567","11.1548830009141","187.921430121036","F","131"
0.000515654557626203,0.00296932267309611,0.00212041197263112,0.00131389867657122,0.00872538151114528,0.00887122395258832,0.0167572565405603,0.0197420915393925,0.00682191737216369,0.00314347006652001,0.00224624971309349,0.00169282922940618,0.0155039641090741,0.0187418064021567,0.00108615295378236,"0","-0.0192880622275695","0.0542149843354147","-3.1402104038946","-3.09347420700903","-3.03455695855458","-2.61187827236022","-0.0228515810454111","2.51299519435029","3.03821657410356","3.09620969105585","3.1415207459002","6.2817311497948","2.297589843635","-119.119785934272","3.79429904207579","5.12487346671051","0.00980229824032391","-1.47755051951785","0","0.130268439712442","0.0066542936327244","4.70944617449216e-05","0.00109855353031039","0.00245751133574851","0.00951008679782877","0.0408129038190996","0.129875595009498","0.321345393705327","0.535552606318879","5.22137878551336","5.22133169105161","0.282003908228109","2.1647907110165","0.0554691425807797","0.120365508211669","7.47105870163568","94.312183636001","0","0.000505751063302442","2.91930801399262e-05","1.35656019498414e-08","7.94277773555602e-07","2.33560438844341e-06","2.04085476417604e-05","0.000117597840924995","0.000449783743240296","0.00120749876331394","0.0021351687492075","0.0158713890313527","0.0158713754657508","0.00123718055545213","2.44622432896852","0.000168773371872482","0.000429375195598536","5.89427276299402","46.1752206809916","M","144"
0.000185345369510518,0.000852423273512764,0.00119086990151617,0.00237250671083801,0.00617805434256762,0.00816095543722155,0.00218859725447425,0.00333891030758826,0.0113132003582924,0.00954267696467869,0.0111969124776644,0.0101749124871324,0.0312162791446745,0.0353013144784325,0.0173779858731298,"0","0.0801403180382995","0.0576082372806298","-3.1400665793345","-3.07962098071042","-2.99360393511048","-2.2836914286777","0.0999359095827871","2.51010617730855","3.00120252021152","3.07860241533003","3.14029354904621","6.28036012838071","2.25483085661755","28.1360357908731","3.5618531253539","4.79379760598624","-0.0473245582944226","-1.46921064131203","0","0.134459182679812","0.00659744257242841","5.68652700189463e-05","0.00113127825841106","0.00276037023103759","0.00906082275313612","0.041012090723367","0.142102973632807","0.370664929676468","0.57604814081475","2.7961803122704","2.79612344700038","0.258228992749892","1.92050098478446","0.0548543651625967","0.133042150879671","4.46501457493224","28.0853907966418","0","0.000564372710617351","4.03278333462916e-05","7.54764919652128e-09","7.5791313269363e-07","2.19491572738263e-06","1.9426408141733e-05","0.000107415654203796","0.000453432078834689","0.00128901235100061","0.00244146082460759","0.0242153676636547","0.0242153601160055","0.00157846251338649","2.79684414871842","0.000153707955315957","0.000434005670692956","7.66165190633164","82.243575764576","M","161"
0.00347727695943118,0.000542692947527362,0.0066029068130903,0.00508764058330586,0.00581256817263914,0.0110717809453912,0.000613514648084569,0.00116386295903355,0.00144725957364475,0.0127432104411879,0.0023269640617626,0.00792596741199441,0.00352225135203952,0.0101976534848915,0.0191074029803411,"0","0.0175002694444475","0.0412866500964871","-3.14108904037197","-3.10225547648358","-3.04486589679206","-2.59517736715437","0.0435302179501804","2.60763887914495","3.04668042003558","3.10278306417166","3.1415394142391","6.28262845461107","2.30983956163062","131.988799884649","3.85960609877032","5.20281624629932","-0.0153969709625657","-1.46644297282207","0","0.182134506497343","0.00629418314384717","7.4416749507514e-06","0.00139049360522317","0.00275936493282193","0.0111331477627769","0.0538419964496418","0.188640237513918","0.505352733464349","0.799157217415859","4.12318294539189","4.12317550371694","0.352136906235554","1.93338930116842","0.0738340468151166","0.177507089751141","4.52979557895887","29.9328875036079","0","0.000798204365722066","3.65357042424519e-05","9.30710057964307e-10","9.13145200889897e-07","2.64531400655688e-06","2.24482342024684e-05","0.000149545535016459","0.000638943645428023","0.00199292391262959","0.00370564125493771","0.0351403495793418","0.0351403486486318","0.00204404123061637","2.56079936216248","0.000216429942859931","0.000616495411225555","6.46301112695042","63.4697687623472","M","166"
0.00320883593385201,0.000258038686990071,0.00647343764920916,0.000812734012702131,0.00176508929224674,0.0105259986501672,0.000705030879058115,0.00108833255310845,0.00399148286941795,0.00909563317789594,0.00256314966270099,0.00313609961564343,0.00191162086480528,0.00475798346488862,0.0136659218005099,"0","-0.0390021280469206","0.0322105755812149","-3.14156333177201","-3.10372265841725","-3.03807792429669","-2.63600147014544","-0.0236105164060398","2.54876703537954","3.03822763102262","3.09881656458103","3.14131352157827","6.28287685335028","2.29736158211165","-58.9034931465243","3.84375768670383","5.18476850552498","0.0256193324720221","-1.45466629454943","0","0.137610692524169","0.00423628068386848","4.31465089884217e-06","0.0010904221317904","0.00224603657124843","0.00883245705719523","0.036487470367387","0.120038282490055","0.355689939994371","0.65065224357385","3.95262978955792","3.95262547490702","0.302145128379418","2.19565153577256","0.0489409512484864","0.11120582543286","5.14397598343266","37.1986007257746","0","0.000574012986898948","2.26680400748603e-05","1.52612774059407e-09","8.49286320256814e-07","2.12974351114755e-06","1.72909968028618e-05","0.0001053080439845","0.000426130411472571","0.00131494680511042","0.00255830005737086","0.040227147984914","0.0402271464587862","0.00161675733730515","2.81658668741893","0.00015183344151697","0.000408839414669709","8.19210604359272","113.537083486744","F","168"
0.000514861288093318,0.000329411349586326,0.000700499283550367,0.000149596035274612,0.0010496457076595,0.00264718687697308,0.000778947096981781,0.000219882965114587,0.000432892336915749,0.00192336925720456,0.00307184223434313,0.00406159033486081,0.000261992798824814,0.00304711752606297,0.00427974763809814,"0","-0.0531010047531433","0.022763415487107","-3.14154948220576","-3.09575436015987","-3.03079247924843","-2.59607811459936","-0.0416076704210816","2.49542720936686","3.01911667756081","3.08934264546955","3.14154811624982","6.28309759845558","2.2978650379141","-43.273475682738","3.78020479455613","5.09150532396622","0.0303457672551862","-1.4897451633783","0","0.165446619409566","0.00326164585495453","1.78826586361497e-05","0.00161353853938304","0.0029238891571157","0.0112039522971457","0.0491559732090701","0.167636318382492","0.431947155643248","0.730038783747056","4.41562036803798","4.41560248537934","0.329248569064799","1.99005921208785","0.0668754163110874","0.156432366085346","4.77996648133935","32.7443947011081","0","0.000739112246213233","2.00403805628066e-05","9.38067823717707e-09","1.31119237964013e-06","3.36142988090583e-06","2.57950648869807e-05","0.000157981999551194","0.000611905642316725","0.00180500517803785","0.0031721134719769","0.0460094286954053","0.0460094193147271","0.002022986834636","2.73704954152846","0.000226609263534234","0.000586110577429744","8.56439825818634","112.92049444744","M","183"
0.000745001866611287,0.00152980549720726,0.00300908725811722,0.00110199168607154,0.00250023555789225,0.00132279484845544,0.00029182073937669,0.0027954255511799,0.00195481595398604,0.00411018368634733,0.00320798384311177,0.0022634545489539,0.00604590308810428,0.00566414741083452,0.00404671953554238,"0","-0.0312923284047267","0.0308198477806917","-3.14145002053492","-3.08654900625027","-2.99689888681745","-2.47128146773904","-0.0462048239280233","2.39834208032514","2.99348290322863","3.08366194622155","3.14154379686722","6.28299381740214","2.25764588685414","-72.1469446969347","3.60494150053403","4.86962354806418","0.0189391003223789","-1.4833973671792","0","0.162061524569059","0.00472956100935989","2.63508844366401e-06","0.00131243423338413","0.0027940438398749","0.00985797985606623","0.0365646045486618","0.132123825420256","0.469834350572132","0.808973567692953","4.34978458503694","4.34978194994849","0.346454467763351","2.1377959308023","0.0486393808719931","0.12226584556419","4.31541912826405","24.875180393166","0","0.000672420130440404","2.61134883518579e-05","1.79496445223797e-09","7.73484689219797e-07","2.07175066569868e-06","1.89710115152688e-05","0.000116853288613584","0.000489731294048856","0.00162447425228435","0.00302053339908543","0.0431887878223798","0.0431887860274154","0.0019128910041509","2.84478545117031","0.000168952351799827","0.000470760282533587","8.06758423708916","101.43523273658","M","184"
