x,y,ID
0.1610360895357324,0.1097151109995959,1842298N11080
0.2614435857175419,0.2706666779922416,1845336N10074
0.2266118855915942,0.3068847206312536,1848011S09079
0.0432109976540737,0.2071091046341401,1848011S09080
0.1947071264207346,0.3346496574462455,1848011S15057
0.2610054944940765,0.5946502699637232,1848011S16057
0.2591235689385174,0.2737827361274036,1848061S12073
0.2669711145596752,0.438935036471172,1848061S12075
0.0592859733772721,0.1695891008757355,1848112S07084
0.1029335356026053,0.1650467585213638,1848112S07444
0.0940311712496109,0.2112220662482982,1851080S15062
0.1066294293628805,0.1947895812453338,1851080S15063
0.1405282753946685,0.3363993261828799,1851080S21060
0.0684580835928122,0.3409787958356255,1851080S21420
0.1963057252959767,0.0825513942355395,1851305S08089
0.1265788399893298,0.1608267374670986,1852001S12077
0.0829786532997933,0.1110172411349114,1852001S13076
0.0573056693839417,0.0578587877477998,1852021S14075
0.2417053679656832,0.4383547586619255,1854032S17059
0.222975777410597,0.4427837981904027,1854039S18060
0.1984120721808422,0.4042840783609666,1854060S15069
0.1451983828698997,0.6655610365896301,1854060S16069
0.1088536205573541,0.2035696483219571,1854303N14072
0.0221581850087185,0.0771578483827646,1854305S10073
0.0489550632758774,0.0411801495421125,1854325S10073
0.1252849881595151,0.1068177285079474,1855021S14076
0.1473549918257881,0.1895020486414922,1855021S15057
0.0453967292978417,0.1142173679088908,1855121S08073
0.032875315914498,0.1034430779515531,1855131S08073
0.1434337339366657,0.1394125843204696,1856032S17058
0.0351564309387313,0.2181691087018111,1856092S16060
0.1257700282627312,0.2666040626363898,1856092S16420
0.0869007862367413,0.1849872558734123,1857021S17058
0.0957067124982051,0.1115594662624003,1857021S17059
0.123001135688145,0.1531110962365645,1857032S15066
0.2341561011306666,0.3139663387103696,1857039S15066
0.0521033824821665,0.1054182880978522,1857335S15062
0.0417837186376303,0.0953273629132041,1857335S15422
0.1662625738698862,0.0942617428486011,1857355S06086
0.1572471797864577,0.0952760562564183,1857355S07085
